id,FIPS,x,y,POP10
507,42039.0,1311918.686743277,421124.50679998664,5024.0
508,42039.0,1311918.6867432764,411124.50679998705,7456.0
509,42039.0,1311918.6867432764,401124.50679998606,6719.0
510,42039.0,1311918.686743277,391124.5067999837,1421.0
511,42085.0,1311918.6867432767,381124.5067999827,1428.0
512,42085.0,1311918.6867432757,371124.5067999831,2706.0
513,42085.0,1311918.6867432767,361124.50679998356,6632.0
514,42085.0,1311918.6867432767,351124.5067999811,2488.0
515,42073.0,1311918.6867432762,341124.506799983,2707.0
516,42073.0,1311918.6867432764,331124.506799982,8404.0
517,42073.0,1311918.6867432776,321124.506799981,17416.0
518,42007.0,1311918.6867432764,311124.50679998286,21912.0
519,42007.0,1311918.6867432771,301124.5067999819,39038.0
520,42007.0,1311918.6867432774,291124.5067999823,12587.0
521,42007.0,1311918.6867432774,281124.5067999813,3298.0
522,42125.0,1311918.6867432771,271124.50679998315,1654.0
523,42125.0,1311918.686743277,261124.5067999836,5121.0
524,42125.0,1311918.6867432771,251124.5067999812,2021.0
525,42125.0,1311918.6867432771,241124.5067999802,1481.0
526,42125.0,1311918.6867432771,231124.50679998062,1469.0
527,42125.0,1311918.6867432771,221124.50679997966,505.0
528,42059.0,1311918.686743277,211124.50679998007,325.0
529,,1311918.6867432776,201124.50679997908,198.0
530,,1311918.686743277,191124.5067999795,55.0
607,,1320578.94078112,476124.5067999871,7648.0
608,42049.0,1320578.9407811207,466124.5067999861,3372.0
609,42049.0,1320578.9407811202,456124.5067999865,3226.0
610,42049.0,1320578.9407811207,446124.50679998414,1664.0
611,42049.0,1320578.9407811202,436124.506799986,1956.0
612,42039.0,1320578.9407811202,426124.5067999864,1449.0
613,42039.0,1320578.9407811211,416124.5067999854,1278.0
614,42039.0,1320578.940781121,406124.50679998443,2009.0
615,42039.0,1320578.9407811202,396124.5067999849,3011.0
616,42085.0,1320578.940781121,386124.50679998245,1359.0
617,42085.0,1320578.940781121,376124.5067999857,2960.0
618,42085.0,1320578.9407811211,366124.5067999833,1581.0
619,42085.0,1320578.9407811204,356124.50679998234,13757.0
620,42073.0,1320578.9407811211,346124.5067999828,2420.0
621,42019.0,1320578.9407811204,336124.5067999832,2950.0
