x,y,Aspect,ELEV,FRG,K_Factor,MAP,MAT,NDVI,NLCD,Silt_Clay,Slope,TPI,NLCD,SOC
-645285,1413795,162.1451263,1267.289307,2,0.150000006,428.0581055,13.43111134,0.314641178,5,25.29999924,1.505410433,0.863709807,2,1.44599536734885
-735285,2133795,140.0510254,1591.800781,2,0.320531905,390.930603,8.160212517,0.374000967,6,32.38936234,3.330019236,1.479860544,1,8.86702189751061
-1015285,2423795,141.9191284,1760.638062,4,0.319999993,308.0791016,6.591060638,0.29289785,5,49.90100861,6.187078953,6.4399786,2,5.11792000149861
-835285,2063795,171.9350891,2543.898193,3,0.167216495,406.9913635,2.849123716,0.499969453,5,37.2536087,9.109367371,9.598276138,2,8.35295032429911
-725285,1413795,156.992157,1325.284424,2,0.32949999,386.6108093,13.9623003,0.25453186,6,43.27500153,2.897548914,-0.122672923,1,2.50932840686274
-665285,1823795,115.9031677,1728.077271,2,0.210520834,396.6525269,8.675000191,0.383883357,6,38.83333206,1.502910852,0.707592309,1,4.60422352759024
-655285,1733795,162.6569366,1404.961182,2,0.340408176,322.5392151,10.96520424,0.244817272,6,69.97755432,1.054368258,0.893518448,1,6.20178219719774
-755285,1573795,164.2336731,2260.411133,3,0.158571422,504.7556458,8.207857132,0.609778345,4,35.30306244,13.16609478,1.673113227,4,6.54769618310957
-1085285,2513795,138.987854,2587.996094,3,0.100510202,828.4373169,0.618571401,0.490897655,5,55.68367386,21.70151329,7.74294138,2,10.5512321368351
-875285,1273795,147.140976,2007.321899,1,0.100000001,413.7960815,10.35015106,0.30580613,5,57.20000076,4.071855068,1.289976239,2,3.73278720704879
-765285,1463795,148.5299683,1832.090942,2,0.422800004,444.1012878,10.52705002,0.299162984,6,70.13600159,3.312988997,-4.335068703,1,5.78317059074134
-1065285,1233795,197.2529602,2049.897461,3,0.111717172,357.7231445,11.05328274,0.254638851,5,44.09090805,7.008685589,-6.135128975,2,2.67861745759697
-1175285,2273795,145.440094,2636.172119,4,0.144536078,771.1407471,1.311701059,0.62072593,5,47.82164764,11.57751751,1.080793023,2,10.7280096898916
-935285,2083795,171.7677155,2369.083984,4,0.261595756,632.4176025,4.598510742,0.513236761,5,45.01808548,4.693891048,-4.233530045,2,6.821226993773
-965285,1103795,177.1018524,1228.534912,2,0.378775507,253.7037964,16.79112244,0.167815953,5,55.51122284,0.840408862,-0.1567543,2,0.725381747084926
-1025285,1353795,209.1345367,2017.546387,131,0.184599996,342.3179016,10.91940022,0.205824435,5,51.68999863,4.818496704,-1.189485788,2,2.48072865782976
-875285,1923795,138.4364777,2602.433594,3,0.180638298,394.6705017,3.166808605,0.558181643,4,53.31702042,11.38863754,-11.65337181,4,14.0624222484728
-985285,2303795,172.4979706,1500.68396,4,0.345657885,180.3256531,6.992565632,0.348360509,5,42.91315842,2.985173702,0.658349454,2,3.29983445660595
94715,1773795,170.5033112,283.6554871,2,0.293287665,991.1446533,12.73698616,0.733040392,7,76.59863281,2.847285032,0.059107862,3,10.16250943116
-1025285,1083795,167.8222198,1351.189575,2,0.244845361,269.0303345,16.22979355,0.191444427,5,35.04742432,1.115284562,0.044083871,2,1.43492798707187
-15285,1563795,182.4447479,285.2525635,1,0.346966296,1025.472046,14.1466856,0.721031249,6,63.61685562,3.227627754,0.232641026,1,9.55340874814374
-165285,1573795,156.166626,401.4436951,2,0.441515148,799.3352661,14.55606079,0.396749288,7,77.24949646,0.993607581,0.003297308,3,4.94851666457384
-785285,2133795,179.1213837,2158.435547,4,0.289333344,378.3523254,5.150555611,0.335310251,5,36.03222275,2.361348867,1.74753201,2,3.71584824095647
-335285,1623795,169.7250366,766.223938,2,0.313061237,598.6568604,12.79413223,0.48179853,7,71.60510254,1.543144703,-0.113788508,3,5.81493421453389
-15285,1823795,165.2397308,362.7344055,2,0.332886606,894.5066528,12.10010338,0.702528059,6,82.48350525,3.147557497,-0.948894918,1,12.0134016054872
14715,1763795,162.6531525,344.7931519,2,0.360543489,925.3648682,12.48646736,0.730465531,6,84.19565582,2.266876221,-0.045436468,1,11.7388866136419
-995285,1553795,168.954895,2140.467041,3,0.29704082,354.888092,7.853010178,0.323048323,5,65.80918121,8.021858215,-0.674719393,2,5.26061998019395
-265285,1733795,159.5594788,613.0471191,2,0.319999993,627.4274292,12.55095768,0.451636404,7,81.16382599,1.07139802,0.093177155,3,6.11714754429264
-675285,1363795,167.5598907,1232.049194,2,0.307900012,436.0357971,14.4406004,0.223153487,5,44.34899902,1.834290147,-1.169955969,2,1.65180369556068
-1055285,1503795,154.7727509,1965.687622,4,0.207499996,245.2081757,9.716650009,0.158485994,5,50.42300034,5.58722496,2.747354269,2,2.19012024522753
-715285,2443795,187.8797455,1265.068604,2,0.318367332,418.1782837,7.005408287,0.464685708,6,48.50408173,3.772574663,-2.145663261,1,8.62546068550823
-705285,2043795,124.4029694,1721.932739,2,0.176631585,382.9986877,8.021473885,0.40458551,6,44.34000015,1.40678966,-0.187695175,1,4.27630371402595
-685285,1533795,144.8491516,1912.314209,2,0.430000007,434.5329895,9.918950081,0.360085756,6,69.30000305,1.671679258,0.147813067,1,7.43918551935139
-865285,1073795,153.6769409,1401.266113,2,0.160999998,325.4006042,15.12994957,0.190233767,5,71.02899933,6.567654133,0.284417689,2,5.96863167378517
24715,1823795,154.1556549,338.063324,2,0.358510643,942.8395996,12.2553196,0.728392005,7,76.64361572,2.036650419,-0.995212257,3,11.1025714796508
44715,1653795,145.9304504,301.7580261,2,0.375862062,1062.867676,13.51620674,0.676910818,7,82.2494278,1.074967504,-0.066866755,3,11.5143010584591
-165285,1773795,147.5127716,419.8490906,2,0.328333348,784.7468262,12.77338886,0.564382732,6,76.64555359,1.478922725,-0.401530564,1,9.03955558102203
-1055285,1523795,202.8996277,1970.157715,4,0.340909094,247.37323,9.662676811,0.153097853,5,43.82020187,2.354853392,-0.108235329,2,1.31320942791297
-145285,1663795,163.02948,445.2359924,2,0.255393267,804.6795654,13.36870766,0.548899353,7,50.84831619,0.811828852,-0.135348558,3,4.74112459413713
-1045285,2473795,121.0769043,2073.660645,4,0.25232324,426.6296997,5.26828289,0.514663994,5,57.15555573,14.22020531,9.480453491,2,8.30717076281638
-1055285,2353795,146.9088593,2297.131592,4,0.344285727,364.8800354,4.09250021,0.24751997,5,59.58367157,8.854183197,-0.338298351,2,5.20381510258401
-1045285,2163795,132.5028992,2115.388672,4,0.319999993,228.5043945,4.752850056,0.193462476,5,34.67200089,2.150320053,1.466058254,2,3.69657366745695
-705285,2163795,150.5120087,1362.346924,2,0.330309272,353.0946655,8.590154648,0.38366437,6,34.39690781,2.988378763,1.613792896,1,6.76855777808025
-1015285,1753795,156.2979279,2244.625732,3,0.318541676,407.6315002,6.770364761,0.485659897,4,54.3125,10.93822765,-7.719318867,4,7.81398708436104
-1145285,1543795,98.39193726,2223.566895,1,0.130400002,361.6795959,8.852749825,0.389054924,4,41.54800034,8.205795288,1.42737031,4,5.82440183126922
-835285,1963795,154.7839508,3021.846436,4,0.128645837,764.3773804,0.693749964,0.658494949,4,39.85833359,13.28275108,-1.313841462,4,9.402026727769
-1035285,1373795,139.3285675,1815.318115,5,0.345454544,283.3329468,11.63116169,0.177947089,5,58.65454483,2.24707818,-0.622049689,2,2.62633225392133
-515285,1893795,167.510376,1097.590942,2,0.354795933,470.0505371,10.5707655,0.415333956,6,68.40203857,3.075220823,-1.36673665,1,6.99582150457851
-455285,1623795,156.2531738,925.0628662,2,0.290322572,457.134491,12.60860252,0.38364315,7,66.45269012,1.235172153,0.33514905,3,4.38264398770763
-735285,1163795,197.2822418,1187.093994,2,0.200000003,382.3016052,15.03645039,0.285485506,5,18.29999924,0.940052032,0.088153958,2,1.09935071830059
-655285,1273795,162.6478882,1261.498779,2,0.172244892,452.6441956,13.99341869,0.452881664,7,20.45102119,0.981586695,0.214424163,3,3.34324133634719
-1115285,1333795,185.2443542,2269.877686,3,0.259499997,355.0859985,8.368800163,0.268582582,5,39.24499893,3.546582937,0.554268897,2,3.24255297113348
-975285,1573795,193.3504791,2252.873779,3,0.430000007,413.0541077,6.738571644,0.404922098,5,73.01734924,4.558063507,-1.279446721,2,7.01576089307745
-1045285,1383795,179.0244751,1944.256348,3,0.280000001,301.5007019,10.5614996,0.188252106,5,40.4679985,3.906856298,-1.412461638,2,2.39798591173411
104715,1723795,177.4650269,294.7846069,2,0.363368422,1027.637939,12.81973648,0.734321058,7,83.56105042,2.461198092,-0.7490623,3,10.8775583690179
64715,1633795,163.4320831,307.1594849,2,0.360412359,1090.719727,13.59242249,0.719529808,7,77.29793549,1.313048482,-0.578461289,3,11.5283331523082
-405285,1683795,168.0232544,876.3660278,2,0.319999993,507.9638367,12.07073689,0.43278873,7,75.6252594,1.691929817,0.487987518,3,4.90441733427887
-725285,2453795,200.6366119,1212.851563,2,0.319999993,418.4132996,7.145100117,0.46685949,5,56.0929985,5.296097755,-1.760797024,2,8.42591445720468
-935285,1383795,201.5856934,2170.996338,1,0.156774193,520.9160767,9.798817635,0.451491356,4,49.43548203,9.960981369,-1.671729803,4,4.67275490498876
-805285,1933795,141.0623627,2936.193848,3,0.057303369,748.7092285,2.271685362,0.653906882,4,38.69326019,11.4745636,-3.751810074,4,14.0927752685367
-875285,1833795,216.0823364,3315.557129,3,0.173854172,569.8345337,0.00953126,0.46163407,6,36.74479294,14.13585472,6.396626472,1,7.69478939575905
-1115285,2333795,171.2371521,2953.077393,5,0.07272727,700.1627197,-0.222626179,0.441031814,6,45.54444504,24.18862534,0.220934585,1,14.3163107360943
-605285,1693795,165.7904663,1192.674316,2,0.248732388,346.87323,11.93500042,0.349139392,6,52.05492783,1.312138438,-0.117070228,1,2.35380805517874
-1075285,1433795,184.98703,2121.274414,3,0.212121218,285.0478821,9.238131523,0.204173908,5,42.53737259,3.760452986,-1.304996371,2,2.6568093080788
-1015285,2213795,160.2838135,2203.771973,4,0.271224499,324.4440002,3.629898071,0.221383244,5,47.98979568,2.864988804,1.167173743,2,3.81996912943849
-655285,1503795,133.1417389,1588.082397,2,0.265454531,417.1788025,11.34888935,0.32687366,6,39.96767807,2.153761864,-0.470142514,1,3.82279591470956
-275285,1863795,155.4252014,573.2306519,2,0.319999993,608.62677,11.29698944,0.50422132,7,82.67742157,1.377903938,-0.652455151,3,7.22457958434425
54715,1673795,171.8940277,326.5367737,2,0.427446812,1033.859741,13.10345745,0.693831742,7,79.25957489,1.286233187,0.347859025,3,11.5239233811527
-525285,1713795,163.6005402,1169.94104,2,0.356666654,424.7711182,11.17505074,0.328620255,7,83.16666412,0.894785702,-0.050121475,3,4.65435788483321
-655285,2313795,144.9751282,1161.02356,2,0.319999993,384.3324585,8.259222031,0.308871984,6,71.30000305,1.817604065,0.532807469,1,7.22499049412708
-895285,2093795,170.745697,2153.378174,4,0.282526314,256.1741333,5.460894585,0.332543671,5,42.36210632,2.847347498,1.534878373,2,2.44016085029243
-1055285,2183795,157.9559784,2215.59082,4,0.302300006,321.9953003,3.693449974,0.195199192,5,49.07500076,4.766355991,0.682386696,2,4.52666508685062
-555285,1993795,134.5137024,1218.536621,2,0.168041244,449.3222961,9.684793472,0.460596561,7,16.7608242,1.133794546,0.692772031,3,4.74961325103626
-785285,2373795,175.973053,1471.457886,2,0.319999993,377.0144958,7.02244997,0.359908074,6,56.28499985,2.860530615,0.040703099,1,6.37632892458061
-5285,1663795,191.9275055,329.815094,2,0.34443298,953.8928223,13.23365974,0.702453315,6,82.73402405,2.111518145,0.674425185,1,9.82168363705689
-1125285,2503795,187.0883179,2554.695068,5,0.194897965,759.4696655,0.776275456,0.594813168,4,55.11428452,11.08794022,-3.210751295,4,10.3579754065463
-685285,1223795,161.0164948,1337.480103,2,0.267800003,418.7720947,14.24530029,0.319876313,6,46.86299896,0.962208211,0.012289297,1,1.65830117189982
-465285,1793795,150.3614349,999.8225098,2,0.415408164,491.0004272,11.20545959,0.39581278,6,78.87653351,2.072668314,-0.549439549,1,5.67288243815076
-1005285,2163795,158.9735413,2027.064697,133,0.272500008,194.2971039,5.320549965,0.163233534,5,39.18999863,1.397518992,-0.298400432,2,2.09454958057882
-375285,1813795,148.9349823,826.8065186,2,0.319999993,549.0643311,11.41934299,0.481884569,6,84.60707092,1.699107766,0.426503181,1,5.40640175269724
-855285,1733795,207.3394012,2620.716064,3,0.141428575,329.9515076,4.919489861,0.386822402,6,53.7857132,5.428175449,-10.73035431,1,5.07989163898403
114715,1623795,150.3701935,276.6815796,2,0.188823536,1133.491699,13.64588261,0.74633646,7,80.75411987,1.640776515,0.363405854,3,8.5621017289487
-455285,1653795,148.9089355,928.4959106,2,0.100000001,469.6791992,12.27025223,0.591327608,7,9.600000381,1.043827176,-0.47645241,3,4.52384065828236
-1195285,1073795,186.9090271,1401.74292,133,0.193800002,311.2467041,15.47719955,0.167181194,5,45.72999954,1.709104419,-1.300698876,2,1.41555289808232
-815285,1593795,185.0623932,3255.870361,3,0.176363632,691.0807495,1.703333259,0.608353913,4,40.37272644,17.13290787,5.959031582,4,15.2653373621257
-345285,1893795,147.9524078,736.2398071,2,0.319999993,579.4561157,10.78999996,0.540946186,7,83.93214417,2.135520935,-0.130885497,3,7.82860205302794
-715285,2063795,134.9694061,1793.588013,2,0.181313127,409.0930481,7.721464634,0.395494908,6,44.72121048,1.516138792,0.060860828,1,4.65971228220745
-355285,1753795,174.4048309,747.8056641,2,0.305684209,558.9367676,11.97389507,0.45411098,6,78.45368195,2.087206841,-0.39818877,1,5.52498635232492
-85285,1843795,164.3968201,423.2229919,2,0.370000005,797.2719116,11.89585018,0.62731725,6,75.28399658,1.652055025,0.427825183,1,7.88437436107359
-985285,1373795,196.7681885,1664.297607,2,0.231099993,261.9107971,12.59195042,0.171480224,6,40.34500122,1.980639219,1.455126762,1,2.07993271938856
-725285,1273795,165.004715,1345.932007,2,0.183400005,397.1109924,14.14455032,0.285746694,6,20.45000076,1.945480824,0.567762613,1,2.23878379062329
-75285,1733795,162.1755219,443.719696,2,0.322551012,871.2114868,12.58418369,0.627029955,6,83.49694061,1.22118783,0.438228637,1,10.6204120017498
-195285,1713795,167.8805084,530.8156128,2,0.320520848,720.1183472,13.02901077,0.471866518,7,80.83125305,0.762996495,0.167598531,3,6.21916720016863
-735285,2383795,168.1975861,1380.966431,2,0.360909104,378.7524414,7.028131485,0.365644127,6,52.68787766,3.695291758,0.030124897,1,6.58487476817685
-695285,1113795,153.3689575,1217.554077,2,0.201717168,398.3043518,15.25318146,0.258519828,6,57.00807953,1.231712461,-0.181112722,1,3.39511188011743
-1035285,2213795,153.6688538,2252.05957,4,0.334646463,389.8468933,3.099090815,0.202946991,5,45.81212234,4.178389549,4.857278347,2,5.03775117540452
-65285,1733795,194.6515045,447.3588257,2,0.340329677,868.9846802,12.36670303,0.672893941,6,83.48131561,1.507605314,0.703253686,1,11.7183852750961
-515285,1753795,126.0655975,1179.055908,2,0.369896919,443.8970337,11.02010345,0.364343107,7,83.46495056,0.86778599,-0.051144794,3,5.95794952232328
-1125285,2193795,188.6330719,1987.42395,4,0.327499986,202.8652039,3.998250008,0.156718045,5,40.02000046,1.563198566,-0.484542608,2,2.07496845023093
-635285,1573795,157.9501648,1500.694702,2,0.278333336,406.6260681,11.51260376,0.347805291,6,51.22083282,8.343076706,2.952353954,1,4.8621516695609
-985285,1413795,199.4183197,1739.094604,3,0.205670103,259.1542053,12.11845398,0.170435816,5,38.32061768,2.897314787,-2.280329227,2,1.73980196966925
-385285,1603795,144.4161987,817.7904053,2,0.360624999,543.7457886,12.90135384,0.61121732,7,79.33750153,1.012748599,0.35142073,3,5.57032981436439
-1105285,1093795,157.4897156,1353.856812,2,0.362291664,269.1202393,15.55000019,0.188554928,5,60.66353989,1.525131226,0.764825761,2,2.40926497138529
-1105285,1303795,172.704834,2318.284424,1,0.211700007,397.3862,8.446299553,0.304850668,5,49.41999817,5.498706818,-3.211064339,2,3.83853211001212
-1095285,1253795,174.6174316,2348.203857,1,0.182999998,431.7806091,8.848400116,0.240954995,5,46.33399963,4.732188225,-1.935560346,2,3.49289972008809
-1015285,1333795,159.1832733,1798.517578,2,0.202700004,304.9283142,12.01869965,0.176448643,5,49.12900162,5.705723763,2.577511072,2,2.87834821284225
-305285,1593795,166.2927856,634.4971313,2,0.226060599,643.2310181,13.54853535,0.469262034,6,50.15050507,1.614478827,-0.81436348,1,3.83981895404738
-505285,1653795,166.9897766,1038.993896,2,0.365959585,435.4337463,12.3293438,0.378094524,7,75.56464386,1.311900854,0.042221736,3,4.74672852017977
-385285,1683795,153.8108368,824.4013062,2,0.325102031,513.3268433,12.33224487,0.402634293,7,74.56530762,1.299422741,0.258806765,3,4.43874186880352
-455285,1853795,145.5896301,1019.44989,2,0.319999993,505.7456665,10.72595978,0.449679911,7,85.22525024,1.963778496,-0.671443939,3,6.67972736790926
-755285,1313795,176.5066833,1315.346436,2,0.265050501,374.7561646,14.3665657,0.267036498,6,29.32525253,2.021422148,0.5640589,1,1.0544329368171
-1095285,1803795,214.9508667,2416.624023,3,0.288585871,579.1848755,7.262777805,0.635681629,4,55.57171631,15.08748436,2.230153799,4,11.2571931483366
-895285,2263795,163.2731781,1843.973755,4,0.319999993,306.9155884,6.800250053,0.236397967,6,27.29999924,2.352138996,-0.56416136,1,2.6610199133
-905285,2203795,168.2492828,1923.851196,4,0.280000001,281.7420349,6.483131409,0.251813978,5,29.29999924,3.405065536,-0.346375018,2,1.87540129979687
-835285,2413795,169.9172974,1386.804077,2,0.319999993,340.61203,7.313282967,0.312230557,6,56.76666641,4.563566685,1.412993193,1,6.48131550830499
-895285,1773795,191.5787506,3324.687744,3,0.202828288,666.8192139,-0.07828287,0.529539645,4,37.78384018,19.65779877,-5.616635799,4,9.31270463834923
74715,1843795,155.3617554,285.4667053,133,0.314430386,950.8685303,12.14797497,0.76453954,7,84.51012421,3.257245541,-1.150118113,3,9.60139558331402
-815285,1403795,178.5092621,1757.225708,3,0.147200003,427.9953918,11.12574959,0.346383244,5,40.28699875,8.563872337,1.437600493,2,3.92030891187657
-455285,1563795,131.1937103,919.1641846,2,0.216545448,475.0228271,13.20127296,0.489545375,7,38.19636536,0.814473927,-0.026385074,3,5.07386610245613
-1015285,1983795,196.3576355,2223.949463,3,0.212371141,541.8676758,6.207628727,0.579223275,4,48.29587555,13.88572025,3.172439098,4,6.79373363822036
114715,1713795,158.0921173,298.1105652,2,0.370000005,1039.46936,12.88595772,0.743996859,7,83.19999695,1.9734056,0.206077918,3,10.8766690673045
-835285,1983795,215.3969574,3188.794922,5,0.093076922,852.1526489,0.241758332,0.630737007,4,42.88791275,14.93244743,-10.84670925,4,15.0046268363824
-1035285,2153795,126.3509903,2118.759033,4,0.319999993,200.7758942,5.054749966,0.207405403,5,36.40000153,2.136123657,0.890940487,2,3.71277730750441
-1095285,1603795,171.2423706,1671.746582,4,0.050000001,237.7641144,11.0877037,0.147720098,5,57.70408249,3.773584127,-0.299522191,2,4.48573498361239
-1095285,1643795,188.5740509,2125.401855,3,0.284141421,460.4906311,9.137171745,0.385963887,4,51.48283005,16.49471092,-0.106256649,4,4.12753300844955
-685285,2313795,198.7910461,1244.145752,2,0.293877542,333.3092957,7.974183559,0.328429461,6,39.10102081,2.265693665,0.855859518,1,3.23600818403688
-895285,1853795,176.7137451,3500.773438,4,0.129374996,831.7752075,-0.632187486,0.54327023,4,37.51666641,18.48230934,-5.739072323,4,12.8834852821608
-875285,1343795,184.7430725,1999.022339,2,0.370000005,423.3353882,10.13459969,0.250034422,6,53.09999847,1.827848911,0.756765246,1,3.95606732041389
-765285,1473795,161.8990784,1903.33667,2,0.394343436,471.9499207,9.781970024,0.394964397,6,66.72525024,6.006841183,4.309752464,1,7.2342191548216
-5285,1653795,139.19487,318.4682922,2,0.346938789,957.9997559,13.37413311,0.70882839,6,81.62245178,2.222770929,-0.524234653,1,9.71535833969584
-865285,1213795,180.9849243,2205.900391,1,0.197699994,567.5718994,8.588700294,0.511229217,4,51.84199905,17.02016449,19.3655529,4,5.07515810096542
-855285,2133795,153.7572479,2182.726807,4,0.319999993,326.0672913,5.082099915,0.280336827,5,50.30400085,5.496650219,1.419764876,2,6.07012059605604
-995285,1463795,181.2630615,1948.446899,4,0.245199993,280.5049133,10.05795002,0.167449743,6,41.69800186,4.166149139,-1.415786862,1,2.73915098392633
-305285,1883795,167.4822693,672.8046265,2,0.319999993,600.9831543,10.95354176,0.587751746,7,85.22499847,2.072198391,0.30366993,3,9.2232127077049
-845285,2023795,210.0515289,2754.645996,4,0.213195875,641.3314209,1.440412283,0.544271231,4,36.48453522,10.18639851,-7.075964928,4,8.67954484824568
104715,1703795,172.9464874,266.4414368,133,0.315121949,1040.686035,13.18658543,0.729965746,7,86.12805176,2.005636692,-0.947682559,3,10.2218217597658
-1105285,2373795,150.0296326,2463.380615,4,0.177916661,410.4284668,2.074843645,0.449726969,5,56.54999924,8.197361946,-6.382602692,2,10.1486178608778
-775285,2243795,162.5928192,1542.715332,2,0.319999993,330.1486816,7.754742146,0.349003762,6,46.39793777,2.956882715,1.072107673,1,3.69445090405727
-625285,1483795,142.174881,1391.328735,2,0.226285711,397.4141541,12.35285759,0.444337159,7,29.57999992,1.087214589,-1.017698765,3,4.34305955763348
-925285,1673795,198.6701965,2950.950684,3,0.098297872,546.1580811,2.774893522,0.570926189,4,50.99468231,14.17315292,7.498136044,4,8.78446252292137
-585285,1733795,151.7295532,1262.133179,2,0.259583324,386.6185913,11.11885452,0.33062911,6,61.57083511,1.062559724,0.302206725,1,2.78253351382175
-135285,1653795,160.3575745,430.7624207,2,0.221030921,815.3057251,13.43092823,0.615531921,7,39.98865891,0.703112483,0.23275052,3,6.13233709546374
-765285,2383795,144.8747253,1460.476196,2,0.319999993,397.7829895,6.953649998,0.37210077,6,58.32899857,2.72768116,0.569817901,1,8.56980869256371
-945285,2293795,178.5216522,1716.329956,4,0.33145833,201.5090637,6.360833168,0.221505895,5,32.27500153,1.585144639,-0.390785903,2,0.820773033142814
-955285,2193795,209.7593536,2290.044678,4,0.258399993,323.756012,4.329249859,0.244155481,5,32.81200027,4.05853796,4.767762661,2,2.58467557801249
-1005285,2123795,175.1144257,2150.772705,4,0.323000014,210.9329071,5.367450237,0.197595596,5,50.95999908,2.089521646,3.07186842,2,2.85849334053783
-1145285,1253795,160.6580048,2442.439941,1,0.288399994,501.9352112,8.458250046,0.436463118,4,60.62799835,7.148234844,-4.545163155,4,5.29480401850605
-1145285,2463795,174.890625,2436.793945,5,0.142682925,819.4905396,0.653719425,0.595130086,5,52.51341629,5.618534088,8.12196064,2,10.5369895952318
-1165285,2113795,145.7593994,2114.288086,4,0.319999993,233.3936462,5.532649994,0.182620898,5,37.58399963,2.777879953,-1.455518961,2,2.47737038681213
-1055285,1443795,168.9444427,2246.647949,3,0.214000002,307.9769897,8.544650078,0.234140098,5,54.02299881,8.785900116,2.396104336,2,3.69512176765111
-915285,2353795,192.4636383,1631.555298,4,0.3389,378.262207,6.826449871,0.298177838,5,61.61800003,6.854818344,1.969016433,2,10.9684326774044
-685285,2073795,123.6861725,1656.864624,2,0.280000001,430.0008545,8.122422218,0.392249733,6,50.60309219,1.046359658,0.974882364,1,4.21907349744466
-55285,1803795,158.6774902,364.5296021,2,0.34857142,854.1341553,12.26428604,0.713411629,6,79.49143219,4.07233429,0.879219532,1,12.4789840136251
-735285,2413795,153.0752411,1315.034912,2,0.3495,391.7698059,7.163949966,0.396353394,6,53.36199951,3.410968542,-2.887144327,1,6.75910545036741
-525285,1813795,119.3605881,1240.475586,2,0.322340429,439.8485718,10.52122307,0.49558872,7,84.53829956,0.928609848,0.305075169,3,6.65616295453647
-1035285,1113795,154.5991364,1459.339111,3,0.111900002,311.8254089,16.71005058,0.199651867,5,56.08499908,9.895547867,-0.066783242,2,3.08892298487018
-525285,1783795,143.5032654,1215.990112,2,0.291958749,434.061676,10.63515472,0.442204922,6,69.74330139,1.484816074,-0.268597543,1,6.21347419495123
-645285,1303795,150.0278473,1318.22998,2,0.314999998,447.1428528,13.94322872,0.375647664,7,61.58750153,0.992598057,0.138130322,3,4.52355398560771
-675285,1273795,189.1175842,1264.326782,2,0.186700001,442.1871948,14.18330002,0.324040055,6,22.54800034,1.148480415,-0.193897724,1,2.11031589976049
-705285,1963795,184.9641876,1424.831543,2,0.100000001,347.5109863,9.457812309,0.375914335,6,8.800000191,1.351582885,0.237766147,1,2.65243450661304
-1055285,1483795,164.2413177,2048.793945,3,0.179700002,257.6660156,9.587800026,0.166366071,6,36.36399841,2.041537046,-0.15865311,1,2.15609504815905
-325285,1803795,148.7861328,713.0457153,2,0.319999993,566.1384888,11.57547855,0.485447794,7,79.3234024,1.565322995,1.333152294,3,4.60047536868466
-1015285,1233795,137.5911865,1413.018311,5,0.174459457,244.6752167,14.70925713,0.171246141,5,38.06351471,2.01846838,0.492385,2,2.14723617679769
-1095285,1973795,179.1707458,1720.393677,4,0.18924731,259.5897522,8.867204666,0.195733845,5,49.9473114,6.809066296,2.91802907,2,2.85927419015619
-1055285,2393795,175.8426208,2965.453125,5,0.096500002,640.9987793,-0.288350046,0.356443256,4,55.65800095,27.41557312,-4.988996029,4,11.0791214090727
-585285,1953795,167.2899323,1331.614624,2,0.407777786,432.2033386,9.517576218,0.391571879,7,71.59899139,1.410779119,-0.16193679,3,5.90514799419592
-1055285,2293795,129.775177,2292.140625,4,0.185252532,430.3924255,4.10611105,0.406436145,5,56.00302887,14.8460989,-7.746008396,2,7.9255167048598
-165285,1833795,176.4828796,464.3791809,2,0.341649473,720.2233276,11.81556702,0.476268858,7,80.27629089,1.470546007,0.30314073,3,7.081227770409
-895285,1563795,159.84552,2769.29248,3,0.265816331,563.0407104,3.852040768,0.612713993,4,59.17040634,10.34941864,0.839664221,4,7.58709700259684
-765285,1623795,172.5683594,2202.993408,3,0.148124993,502.6311951,8.631875038,0.53099829,4,46.23958206,8.115506172,-2.43646884,4,4.87853019098623
-155285,1623795,143.728775,427.45224,2,0.261511624,797.2096558,13.90250015,0.51249814,7,46.94535065,1.019554377,-0.932792544,3,4.91489898527434
-685285,1623795,168.6773834,1566.85376,2,0.370000005,342.2143555,11.36888885,0.293861419,6,57.36666489,6.435935974,3.484764814,1,6.07481569850955
-805285,1053795,152.0323334,1433.704468,2,0.159400001,422.0187988,15.39474964,0.292695403,5,59.29899979,7.795815945,-0.131831899,2,5.59423844862301
-995285,1613795,181.2475586,2160.816406,3,0.196354166,453.3806763,8.421771049,0.483068585,4,57.34687424,13.63455486,14.1001482,4,2.95994406630842
-1135285,2333795,144.3607025,2645.337402,5,0.063814431,677.1630859,0.614845276,0.636512935,4,44.7680397,11.52879047,11.36533928,4,14.8859857677512
-1085285,2393795,176.755661,2986.768311,5,0.198500007,849.9324951,-0.591950059,0.383011252,4,43.59000015,24.78780556,2.469328403,4,10.1721155189923
-335285,1863795,142.7729797,733.3277588,2,0.319999993,590.1453857,11.02928543,0.497301728,6,87.02198029,2.412413836,0.93834877,1,6.61258183096518
-195285,1753795,175.9068451,509.550293,2,0.287157893,729.4434814,12.71063137,0.516103029,6,68.97368622,1.529156685,-0.406063765,1,6.71850791342789
-305285,1573795,181.6897278,563.9401855,2,0.287525773,646.1325073,14.04273224,0.427920043,6,55.53814316,1.204037428,-0.150302559,1,2.89612892307306
-905285,1603795,141.8587646,2923.588623,3,0.1127,703.7435303,2.74574995,0.615179718,4,50.92300034,9.874854088,-4.744800568,4,11.7160784967594
-655285,1253795,133.657196,1212.727417,2,0.187835053,436.4472351,13.97402096,0.42810899,7,27.41134071,0.867000997,-0.482823282,3,5.18501740957587
-45285,1813795,179.7047729,398.7331848,2,0.370000005,878.7034302,11.98530293,0.714896142,6,81.17272949,3.036158323,0.837887228,1,11.787043018036
