Site ID,State,County,Lat,Long,Date,Daily_PM2.5_ug_m3,Daily_AQI
60010009,California,Alameda,37.743065,-122.169935,03/21/2025,5.8,32
60010009,California,Alameda,37.743065,-122.169935,03/22/2025,5.4,30
60010009,California,Alameda,37.743065,-122.169935,03/23/2025,4.6,26
60010009,California,Alameda,37.743065,-122.169935,03/24/2025,3.9,22
60010009,California,Alameda,37.743065,-122.169935,03/25/2025,6.5,36
60010009,California,Alameda,37.743065,-122.169935,03/26/2025,3,17
60010009,California,Alameda,37.743065,-122.169935,03/27/2025,2.7,15
60010009,California,Alameda,37.743065,-122.169935,03/28/2025,4.1,23
60010009,California,Alameda,37.743065,-122.169935,03/29/2025,2.5,14
60010009,California,Alameda,37.743065,-122.169935,03/30/2025,2,11
60010009,California,Alameda,37.743065,-122.169935,03/31/2025,2.1,12
60010009,California,Alameda,37.743065,-122.169935,04/01/2025,3.3,18
60010009,California,Alameda,37.743065,-122.169935,04/02/2025,3.1,17
60010009,California,Alameda,37.743065,-122.169935,04/03/2025,3.9,22
60010009,California,Alameda,37.743065,-122.169935,04/04/2025,3.5,19
60010009,California,Alameda,37.743065,-122.169935,04/05/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,04/06/2025,3.4,19
60010009,California,Alameda,37.743065,-122.169935,04/07/2025,2.3,13
60010009,California,Alameda,37.743065,-122.169935,04/08/2025,3.9,22
60010009,California,Alameda,37.743065,-122.169935,04/09/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,04/10/2025,2.8,16
60010009,California,Alameda,37.743065,-122.169935,04/11/2025,4.1,23
60010009,California,Alameda,37.743065,-122.169935,04/12/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,04/13/2025,7.7,43
60010009,California,Alameda,37.743065,-122.169935,04/14/2025,7.5,42
60010009,California,Alameda,37.743065,-122.169935,04/15/2025,6.9,38
60010009,California,Alameda,37.743065,-122.169935,04/16/2025,6.2,34
60010009,California,Alameda,37.743065,-122.169935,04/17/2025,2.2,12
60010009,California,Alameda,37.743065,-122.169935,04/18/2025,4.8,27
60010009,California,Alameda,37.743065,-122.169935,04/19/2025,6.4,36
60010009,California,Alameda,37.743065,-122.169935,04/20/2025,6.7,37
60010009,California,Alameda,37.743065,-122.169935,04/21/2025,10.1,53
60010009,California,Alameda,37.743065,-122.169935,04/22/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,04/23/2025,10.2,53
60010009,California,Alameda,37.743065,-122.169935,04/24/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,04/25/2025,1.3,7
60010009,California,Alameda,37.743065,-122.169935,04/26/2025,2,11
60010009,California,Alameda,37.743065,-122.169935,04/27/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,04/28/2025,5.7,32
60010009,California,Alameda,37.743065,-122.169935,04/29/2025,7.5,42
60010009,California,Alameda,37.743065,-122.169935,04/30/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,05/01/2025,6.9,38
60010009,California,Alameda,37.743065,-122.169935,05/02/2025,3,17
60010009,California,Alameda,37.743065,-122.169935,05/03/2025,5.8,32
60010009,California,Alameda,37.743065,-122.169935,05/04/2025,9.2,51
60010009,California,Alameda,37.743065,-122.169935,05/05/2025,5.6,31
60010009,California,Alameda,37.743065,-122.169935,05/06/2025,12.3,57
60010009,California,Alameda,37.743065,-122.169935,05/07/2025,7,39
60010009,California,Alameda,37.743065,-122.169935,05/08/2025,6.1,34
60010009,California,Alameda,37.743065,-122.169935,05/09/2025,7.9,44
60010009,California,Alameda,37.743065,-122.169935,05/10/2025,8.5,47
60010009,California,Alameda,37.743065,-122.169935,05/11/2025,2.8,16
60010009,California,Alameda,37.743065,-122.169935,05/12/2025,1.8,10
60010009,California,Alameda,37.743065,-122.169935,05/13/2025,3.6,20
60010009,California,Alameda,37.743065,-122.169935,05/14/2025,7.9,44
60010009,California,Alameda,37.743065,-122.169935,05/15/2025,8.5,47
60010009,California,Alameda,37.743065,-122.169935,05/16/2025,8.8,49
60010009,California,Alameda,37.743065,-122.169935,05/17/2025,4.3,24
60010009,California,Alameda,37.743065,-122.169935,05/18/2025,7,39
60010009,California,Alameda,37.743065,-122.169935,05/19/2025,6.2,34
60010009,California,Alameda,37.743065,-122.169935,05/20/2025,6.9,38
60010009,California,Alameda,37.743065,-122.169935,05/21/2025,8.6,48
60010009,California,Alameda,37.743065,-122.169935,05/22/2025,5.2,29
60010009,California,Alameda,37.743065,-122.169935,05/31/2025,15.3,63
60010009,California,Alameda,37.743065,-122.169935,06/01/2025,15.9,64
60010009,California,Alameda,37.743065,-122.169935,06/02/2025,9.8,52
60010009,California,Alameda,37.743065,-122.169935,06/03/2025,9.6,52
60010009,California,Alameda,37.743065,-122.169935,06/04/2025,13.7,60
60010009,California,Alameda,37.743065,-122.169935,06/05/2025,7.6,42
60010009,California,Alameda,37.743065,-122.169935,06/06/2025,6.8,38
60010009,California,Alameda,37.743065,-122.169935,06/07/2025,4.9,27
60010009,California,Alameda,37.743065,-122.169935,06/08/2025,3,17
60010009,California,Alameda,37.743065,-122.169935,06/09/2025,3.1,17
60010009,California,Alameda,37.743065,-122.169935,06/10/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,06/11/2025,11.2,55
60010009,California,Alameda,37.743065,-122.169935,06/12/2025,12.4,57
60010009,California,Alameda,37.743065,-122.169935,06/13/2025,11.1,55
60010009,California,Alameda,37.743065,-122.169935,06/14/2025,10.7,54
60010009,California,Alameda,37.743065,-122.169935,06/15/2025,11.6,56
60010009,California,Alameda,37.743065,-122.169935,06/16/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,06/17/2025,7,39
60010009,California,Alameda,37.743065,-122.169935,06/18/2025,8.7,48
60010009,California,Alameda,37.743065,-122.169935,06/19/2025,11.7,56
60010009,California,Alameda,37.743065,-122.169935,06/20/2025,9,50
60010009,California,Alameda,37.743065,-122.169935,06/21/2025,6.6,37
60010009,California,Alameda,37.743065,-122.169935,06/22/2025,8.1,45
60010009,California,Alameda,37.743065,-122.169935,06/23/2025,7.5,42
60010009,California,Alameda,37.743065,-122.169935,06/24/2025,2.6,14
60010009,California,Alameda,37.743065,-122.169935,06/25/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,06/26/2025,6.6,37
60010009,California,Alameda,37.743065,-122.169935,06/27/2025,9.4,52
60010009,California,Alameda,37.743065,-122.169935,06/28/2025,8,44
60010009,California,Alameda,37.743065,-122.169935,06/29/2025,4.2,23
60010009,California,Alameda,37.743065,-122.169935,06/30/2025,4.8,27
60010009,California,Alameda,37.743065,-122.169935,07/01/2025,3.1,17
60010009,California,Alameda,37.743065,-122.169935,07/02/2025,7,39
60010009,California,Alameda,37.743065,-122.169935,07/03/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,07/04/2025,24,79
60010009,California,Alameda,37.743065,-122.169935,07/05/2025,6.6,37
60010009,California,Alameda,37.743065,-122.169935,07/06/2025,6.5,36
60010009,California,Alameda,37.743065,-122.169935,07/07/2025,3.8,21
60010009,California,Alameda,37.743065,-122.169935,07/08/2025,2.6,14
60010009,California,Alameda,37.743065,-122.169935,07/09/2025,3.2,18
60010009,California,Alameda,37.743065,-122.169935,07/10/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,07/11/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,07/12/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,07/13/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,07/14/2025,4.1,23
60010009,California,Alameda,37.743065,-122.169935,07/15/2025,3.3,18
60010009,California,Alameda,37.743065,-122.169935,07/16/2025,1.7,9
60010009,California,Alameda,37.743065,-122.169935,07/17/2025,2.5,14
60010009,California,Alameda,37.743065,-122.169935,07/18/2025,4.2,23
60010009,California,Alameda,37.743065,-122.169935,07/19/2025,3.7,21
60010009,California,Alameda,37.743065,-122.169935,07/20/2025,4.9,27
60010009,California,Alameda,37.743065,-122.169935,07/21/2025,2.2,12
60010009,California,Alameda,37.743065,-122.169935,07/22/2025,1.1,6
60010009,California,Alameda,37.743065,-122.169935,07/23/2025,1.2,7
60010009,California,Alameda,37.743065,-122.169935,07/24/2025,1.9,11
60010009,California,Alameda,37.743065,-122.169935,07/25/2025,1,6
60010009,California,Alameda,37.743065,-122.169935,07/26/2025,1.6,9
60010009,California,Alameda,37.743065,-122.169935,07/27/2025,2.1,12
60010009,California,Alameda,37.743065,-122.169935,07/28/2025,4.6,26
60010009,California,Alameda,37.743065,-122.169935,07/29/2025,6,33
60010009,California,Alameda,37.743065,-122.169935,07/30/2025,6.4,36
60010009,California,Alameda,37.743065,-122.169935,07/31/2025,4.2,23
60010009,California,Alameda,37.743065,-122.169935,08/01/2025,3.7,21
60010009,California,Alameda,37.743065,-122.169935,08/02/2025,3.6,20
60010009,California,Alameda,37.743065,-122.169935,08/03/2025,9.3,51
60010009,California,Alameda,37.743065,-122.169935,08/04/2025,8.8,49
60010009,California,Alameda,37.743065,-122.169935,08/05/2025,7.2,40
60010009,California,Alameda,37.743065,-122.169935,08/06/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,08/07/2025,5.7,32
60010009,California,Alameda,37.743065,-122.169935,08/08/2025,10.6,54
60010009,California,Alameda,37.743065,-122.169935,08/09/2025,6.4,36
60010009,California,Alameda,37.743065,-122.169935,08/10/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,08/11/2025,5.8,32
60010009,California,Alameda,37.743065,-122.169935,08/12/2025,4.3,24
60010009,California,Alameda,37.743065,-122.169935,08/13/2025,2.3,13
60010009,California,Alameda,37.743065,-122.169935,08/14/2025,4.1,23
60010009,California,Alameda,37.743065,-122.169935,08/15/2025,8.2,46
60010009,California,Alameda,37.743065,-122.169935,08/16/2025,1.7,9
60010009,California,Alameda,37.743065,-122.169935,08/17/2025,3.7,21
60010009,California,Alameda,37.743065,-122.169935,08/18/2025,3.9,22
60010009,California,Alameda,37.743065,-122.169935,08/19/2025,6,33
60010009,California,Alameda,37.743065,-122.169935,08/20/2025,6.8,38
60010009,California,Alameda,37.743065,-122.169935,08/21/2025,12.4,57
60010009,California,Alameda,37.743065,-122.169935,08/22/2025,8.6,48
60010009,California,Alameda,37.743065,-122.169935,08/23/2025,5.2,29
60010009,California,Alameda,37.743065,-122.169935,08/24/2025,4.1,23
60010009,California,Alameda,37.743065,-122.169935,08/25/2025,5.6,31
60010009,California,Alameda,37.743065,-122.169935,08/26/2025,7.5,42
60010009,California,Alameda,37.743065,-122.169935,08/27/2025,8.9,49
60010009,California,Alameda,37.743065,-122.169935,08/28/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,08/29/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,08/30/2025,7.7,43
60010009,California,Alameda,37.743065,-122.169935,08/31/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,09/01/2025,7.7,43
60010009,California,Alameda,37.743065,-122.169935,09/02/2025,7.5,42
60010009,California,Alameda,37.743065,-122.169935,09/03/2025,5.3,29
60010009,California,Alameda,37.743065,-122.169935,09/04/2025,3,17
60010009,California,Alameda,37.743065,-122.169935,09/05/2025,2.6,14
60010009,California,Alameda,37.743065,-122.169935,09/06/2025,5.1,28
60010009,California,Alameda,37.743065,-122.169935,09/07/2025,4.6,26
60010009,California,Alameda,37.743065,-122.169935,09/08/2025,2.5,14
60010009,California,Alameda,37.743065,-122.169935,09/09/2025,2.6,14
60010009,California,Alameda,37.743065,-122.169935,09/10/2025,3.2,18
60010009,California,Alameda,37.743065,-122.169935,09/11/2025,6.5,36
60010009,California,Alameda,37.743065,-122.169935,09/12/2025,6,33
60010009,California,Alameda,37.743065,-122.169935,09/13/2025,4.5,25
60010009,California,Alameda,37.743065,-122.169935,09/14/2025,1.8,10
60010009,California,Alameda,37.743065,-122.169935,09/15/2025,5.6,31
60010009,California,Alameda,37.743065,-122.169935,09/16/2025,7,39
60010009,California,Alameda,37.743065,-122.169935,09/17/2025,6.6,37
60010009,California,Alameda,37.743065,-122.169935,09/18/2025,10,53
60010009,California,Alameda,37.743065,-122.169935,09/19/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,09/20/2025,8.2,46
60010009,California,Alameda,37.743065,-122.169935,09/21/2025,5.9,33
60010009,California,Alameda,37.743065,-122.169935,09/22/2025,8.9,49
60010009,California,Alameda,37.743065,-122.169935,09/23/2025,8.2,46
60010009,California,Alameda,37.743065,-122.169935,09/24/2025,10.9,54
60010009,California,Alameda,37.743065,-122.169935,09/25/2025,10.1,53
60010009,California,Alameda,37.743065,-122.169935,09/26/2025,17.5,67
60010009,California,Alameda,37.743065,-122.169935,09/27/2025,12.5,57
60010009,California,Alameda,37.743065,-122.169935,09/28/2025,7.1,39
60010009,California,Alameda,37.743065,-122.169935,09/29/2025,5,28
60010009,California,Alameda,37.743065,-122.169935,09/30/2025,4.5,25
60010009,California,Alameda,37.743065,-122.169935,10/01/2025,2.9,16
60010009,California,Alameda,37.743065,-122.169935,10/02/2025,5.3,29
60010009,California,Alameda,37.743065,-122.169935,10/03/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,10/04/2025,7.2,40
60010009,California,Alameda,37.743065,-122.169935,10/05/2025,8.1,45
60010009,California,Alameda,37.743065,-122.169935,10/06/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,10/07/2025,7.9,44
60010009,California,Alameda,37.743065,-122.169935,10/08/2025,6.7,37
60010009,California,Alameda,37.743065,-122.169935,10/09/2025,6.2,34
60010009,California,Alameda,37.743065,-122.169935,10/10/2025,3.4,19
60010009,California,Alameda,37.743065,-122.169935,10/11/2025,4.2,23
60010009,California,Alameda,37.743065,-122.169935,10/12/2025,6.2,34
60010009,California,Alameda,37.743065,-122.169935,10/13/2025,5.2,29
60010009,California,Alameda,37.743065,-122.169935,10/14/2025,3.1,17
60010009,California,Alameda,37.743065,-122.169935,10/15/2025,5.3,29
60010009,California,Alameda,37.743065,-122.169935,10/16/2025,5.7,32
60010009,California,Alameda,37.743065,-122.169935,10/17/2025,8.8,49
60010009,California,Alameda,37.743065,-122.169935,10/18/2025,10.7,54
60010009,California,Alameda,37.743065,-122.169935,10/19/2025,10.4,53
60010009,California,Alameda,37.743065,-122.169935,10/20/2025,6.3,35
60010009,California,Alameda,37.743065,-122.169935,10/21/2025,8.3,46
60010009,California,Alameda,37.743065,-122.169935,10/22/2025,7.1,39
60010009,California,Alameda,37.743065,-122.169935,10/23/2025,8.6,48
60010009,California,Alameda,37.743065,-122.169935,10/24/2025,3.6,20
60010009,California,Alameda,37.743065,-122.169935,10/25/2025,4.3,24
60010009,California,Alameda,37.743065,-122.169935,10/26/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,10/27/2025,4.3,24
60010009,California,Alameda,37.743065,-122.169935,10/28/2025,6.6,37
60010009,California,Alameda,37.743065,-122.169935,10/29/2025,9.2,51
60010009,California,Alameda,37.743065,-122.169935,10/30/2025,10.7,54
60010009,California,Alameda,37.743065,-122.169935,10/31/2025,11.3,55
60010009,California,Alameda,37.743065,-122.169935,11/01/2025,9,50
60010009,California,Alameda,37.743065,-122.169935,11/02/2025,9,50
60010009,California,Alameda,37.743065,-122.169935,11/08/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,11/09/2025,8.8,49
60010009,California,Alameda,37.743065,-122.169935,11/10/2025,10,53
60010009,California,Alameda,37.743065,-122.169935,11/11/2025,10.4,53
60010009,California,Alameda,37.743065,-122.169935,11/12/2025,5.5,31
60010009,California,Alameda,37.743065,-122.169935,11/13/2025,2.3,13
60010009,California,Alameda,37.743065,-122.169935,11/14/2025,3.2,18
60010009,California,Alameda,37.743065,-122.169935,11/15/2025,3.8,21
60010009,California,Alameda,37.743065,-122.169935,11/16/2025,1.8,10
60010009,California,Alameda,37.743065,-122.169935,11/17/2025,3.7,21
60010009,California,Alameda,37.743065,-122.169935,11/18/2025,3.7,21
60010009,California,Alameda,37.743065,-122.169935,11/19/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,11/20/2025,4.9,27
60010009,California,Alameda,37.743065,-122.169935,11/21/2025,6,33
60010009,California,Alameda,37.743065,-122.169935,11/22/2025,9.7,52
60010009,California,Alameda,37.743065,-122.169935,11/23/2025,10,53
60010009,California,Alameda,37.743065,-122.169935,11/24/2025,8.5,47
60010009,California,Alameda,37.743065,-122.169935,11/25/2025,9.7,52
60010009,California,Alameda,37.743065,-122.169935,11/26/2025,10.1,53
60010009,California,Alameda,37.743065,-122.169935,11/27/2025,14.7,61
60010009,California,Alameda,37.743065,-122.169935,11/28/2025,13,58
60010009,California,Alameda,37.743065,-122.169935,11/29/2025,16.1,64
60010009,California,Alameda,37.743065,-122.169935,11/30/2025,15.1,62
60010009,California,Alameda,37.743065,-122.169935,12/01/2025,15.5,63
60010009,California,Alameda,37.743065,-122.169935,12/02/2025,13.4,59
60010009,California,Alameda,37.743065,-122.169935,12/03/2025,9.5,52
60010009,California,Alameda,37.743065,-122.169935,12/04/2025,13.5,59
60010009,California,Alameda,37.743065,-122.169935,12/05/2025,17,66
60010009,California,Alameda,37.743065,-122.169935,12/06/2025,13.3,59
60010009,California,Alameda,37.743065,-122.169935,12/07/2025,12.5,57
60010009,California,Alameda,37.743065,-122.169935,12/08/2025,9.1,51
60010009,California,Alameda,37.743065,-122.169935,12/09/2025,16.3,64
60010009,California,Alameda,37.743065,-122.169935,12/10/2025,11,55
60010009,California,Alameda,37.743065,-122.169935,12/11/2025,10.3,53
60010009,California,Alameda,37.743065,-122.169935,12/12/2025,6.2,34
60010009,California,Alameda,37.743065,-122.169935,12/13/2025,9.4,52
60010009,California,Alameda,37.743065,-122.169935,12/14/2025,12.9,58
60010009,California,Alameda,37.743065,-122.169935,12/15/2025,11.7,56
60010009,California,Alameda,37.743065,-122.169935,12/16/2025,11.2,55
60010009,California,Alameda,37.743065,-122.169935,12/17/2025,7.4,41
60010009,California,Alameda,37.743065,-122.169935,12/18/2025,10,53
60010009,California,Alameda,37.743065,-122.169935,12/19/2025,7.2,40
60010009,California,Alameda,37.743065,-122.169935,12/20/2025,4.5,25
60010009,California,Alameda,37.743065,-122.169935,12/21/2025,1,6
60010009,California,Alameda,37.743065,-122.169935,12/22/2025,3.4,19
60010009,California,Alameda,37.743065,-122.169935,12/23/2025,2.8,16
60010009,California,Alameda,37.743065,-122.169935,12/24/2025,2.6,14
60010009,California,Alameda,37.743065,-122.169935,12/25/2025,3.5,19
60010009,California,Alameda,37.743065,-122.169935,12/26/2025,4.7,26
60010009,California,Alameda,37.743065,-122.169935,12/27/2025,5.6,31
60010009,California,Alameda,37.743065,-122.169935,12/28/2025,5.4,30
60010009,California,Alameda,37.743065,-122.169935,12/29/2025,3,17
60010009,California,Alameda,37.743065,-122.169935,12/30/2025,7.8,43
60010009,California,Alameda,37.743065,-122.169935,12/31/2025,7,39
60010011,California,Alameda,37.814781,-122.282347,01/01/2025,19.9,71
60010011,California,Alameda,37.814781,-122.282347,01/02/2025,10.4,53
60010011,California,Alameda,37.814781,-122.282347,01/03/2025,9.1,51
60010011,California,Alameda,37.814781,-122.282347,01/04/2025,10.4,53
60010011,California,Alameda,37.814781,-122.282347,01/05/2025,9.7,52
60010011,California,Alameda,37.814781,-122.282347,01/06/2025,7.4,41
60010011,California,Alameda,37.814781,-122.282347,01/07/2025,2.2,12
60010011,California,Alameda,37.814781,-122.282347,01/08/2025,5.2,29
60010011,California,Alameda,37.814781,-122.282347,01/09/2025,12,56
60010011,California,Alameda,37.814781,-122.282347,01/10/2025,9,50
60010011,California,Alameda,37.814781,-122.282347,01/11/2025,4.5,25
60010011,California,Alameda,37.814781,-122.282347,01/12/2025,5.1,28
60010011,California,Alameda,37.814781,-122.282347,01/13/2025,6.6,37
60010011,California,Alameda,37.814781,-122.282347,01/14/2025,9.3,51
60010011,California,Alameda,37.814781,-122.282347,01/15/2025,16.8,65
60010011,California,Alameda,37.814781,-122.282347,01/16/2025,19.1,70
60010011,California,Alameda,37.814781,-122.282347,01/17/2025,10.9,54
60010011,California,Alameda,37.814781,-122.282347,01/18/2025,14,60
60010011,California,Alameda,37.814781,-122.282347,01/19/2025,15.5,63
60010011,California,Alameda,37.814781,-122.282347,01/20/2025,7.5,42
60010011,California,Alameda,37.814781,-122.282347,01/21/2025,9.8,52
60010011,California,Alameda,37.814781,-122.282347,01/22/2025,14.7,61
60010011,California,Alameda,37.814781,-122.282347,01/23/2025,11.7,56
60010011,California,Alameda,37.814781,-122.282347,01/24/2025,17.5,67
60010011,California,Alameda,37.814781,-122.282347,01/25/2025,10.3,53
60010011,California,Alameda,37.814781,-122.282347,01/26/2025,6.8,38
60010011,California,Alameda,37.814781,-122.282347,01/27/2025,11.3,55
60010011,California,Alameda,37.814781,-122.282347,01/28/2025,7.9,44
60010011,California,Alameda,37.814781,-122.282347,01/29/2025,7.4,41
60010011,California,Alameda,37.814781,-122.282347,01/30/2025,6.3,35
60010011,California,Alameda,37.814781,-122.282347,01/31/2025,8.1,45
60010011,California,Alameda,37.814781,-122.282347,02/01/2025,2.8,16
60010011,California,Alameda,37.814781,-122.282347,02/02/2025,2,11
60010011,California,Alameda,37.814781,-122.282347,02/03/2025,1.8,10
60010011,California,Alameda,37.814781,-122.282347,02/04/2025,2.1,12
60010011,California,Alameda,37.814781,-122.282347,02/05/2025,4.9,27
60010011,California,Alameda,37.814781,-122.282347,02/06/2025,4.3,24
60010011,California,Alameda,37.814781,-122.282347,02/07/2025,4.9,27
60010011,California,Alameda,37.814781,-122.282347,02/08/2025,4.2,23
60010011,California,Alameda,37.814781,-122.282347,02/09/2025,7,39
60010011,California,Alameda,37.814781,-122.282347,02/10/2025,7.2,40
60010011,California,Alameda,37.814781,-122.282347,02/11/2025,7.3,41
60010011,California,Alameda,37.814781,-122.282347,02/12/2025,5.9,33
60010011,California,Alameda,37.814781,-122.282347,02/13/2025,4.3,24
60010011,California,Alameda,37.814781,-122.282347,02/14/2025,8.6,48
60010011,California,Alameda,37.814781,-122.282347,02/15/2025,9.6,52
60010011,California,Alameda,37.814781,-122.282347,02/16/2025,10.1,53
60010011,California,Alameda,37.814781,-122.282347,02/17/2025,5.3,29
