"x","y","xm","ym","DIV_NAME","DIST_NAME","UPAZILA_NA","UNION_NAME","PH","SOM","K","CA","MG","N","P","S","B","CU","FE","MN","ZN","DEM","NDFI","NDVI","AEZ","LT","SDC","NEW_SPC","TEX","STYPE","AEZ_NAME","LT_Class","SDC_CLASS","New_SPC_Class","General_Soil_type","Topsoil_Texture","SPC","SPC_Class"
89.54996313,23.97283767,454216.346645951,2651292.35296393,"RAJSHAHI","PABNA","Santhia","Kashinathpur",6.2,2.5,0.5,16.5,5,30,61,85,0.1,5,28,10,2,10.74889087677,-0.177918061614037,0.45215767621994,12,"1","4",4,13,5,"Low Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Silty Clay Loam",4,"Mixed Slow & Rapid"
89.3601266,24.98540391,435422.065118659,2763483.86185857,"RAJSHAHI","BOGRA","Shibganj","Shibganj",6.6,0.2,0.3,5.5,1,13,12,18,0.2,3,153,13,2,20.6907787322998,-0.198543220758438,0.468996912240982,3,"1","4",4,11,6,"Tista Meander Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
89.28409236,24.21762439,427305.974490441,2678507.23156482,"RAJSHAHI","PABNA","Chatmohar","Mulgram",7,1.9,0.3,11.4,1.7,22,21,46,0.4,8,43,8,4,16.5404872894287,-0.113292910158634,0.530708611011505,12,"1","4",4,16,5,"Low Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.23072188,24.21271315,421883.474124919,2677992.25545547,"RAJSHAHI","NATORE","Baraigram","Chandi",8.3,2.8,0.3,31.5,4.3,0.1,5.1,18.2,0.2,3.9,26,16.1,0.4,9.64133453369141,-0.189325153827667,0.469458311796188,12,"1","4",4,16,5,"Low Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.23379438,24.22375961,422202.194304712,2679213.64551954,"RAJSHAHI","PABNA","Chatmohar","Mulgram",6.9,2,0.2,10.9,2.3,19,22,30,0.3,10,49,30,3,18.0966987609863,-0.252535462379456,0.579804956912994,12,"1","4",4,16,5,"Low Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.02103667,24.29078146,400650.377095514,2686769.87610257,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",8.2,1.2,0.1,17,0.7,0.1,16,3,0.5,1.3,22,4,0.6,16.431453704834,-0.190532267093658,0.483116567134857,11,"1","4",4,16,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.58652656,24.69093898,458172.512911226,2730789.61420601,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",6.2,2.1,0.1,7,2.6,0.1,15.5,11,0.6,4,54,31.1,1.2,14.4239196777344,-0.115187659859657,0.505395710468292,4,"1","4",4,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
89.58704438,24.69933433,458227.69602519,2731719.03945454,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.9,1.5,0.2,5.5,2.2,0.1,32.2,14.3,0.2,3.1,76,40.4,0.9,16.2066555023193,-0.175680011510849,0.536135613918304,4,"1","4",4,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
89.30017813,25.10467701,429439.995427491,2776721.39807026,"RAJSHAHI","GAIBANDHA","Gobindaganj","Kochasahar",5.3,1.6,0.1,1,0.4,0.2,24,8,0.3,1.9,175.6,9.8,0.8,24.1077136993408,-0.147886455059052,0.45427542924881,3,"1","4",4,9,18,"Tista Meander Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Shallow Grey Terrace Soils","Loam",4,"Mixed Slow & Rapid"
88.28813529,24.81090818,326975.994400229,2745094.99824048,"RAJSHAHI","CHAPAI","Gomastapur","Rohanpur",7.6,0.7,0.3,7.3,1.6,0.1,3,33,0.3,2.1,25,24.6,0.6,28.7906684875488,-0.106619358062744,0.521971762180328,11,"1","4",4,16,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.32699128,24.06016767,431578.365672018,2661051.7996336,"RAJSHAHI","PABNA","Atgharia","Debottar",7.3,0.1,0.3,16.6,2.9,22,24,19,0.1,6,43,10,2,16.6656875610352,-0.231007739901543,0.553164422512054,11,"1","4",4,13,3,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Brown Floodplain Soils","Silty Clay Loam",4,"Mixed Slow & Rapid"
89.35874873,25.03955577,435311.379604267,2769480.93001239,"RAJSHAHI","GAIBANDHA","Gobindaganj","Kochasahar",4.8,1,0.4,3.2,1.1,0.1,100,40,0.4,1.7,165.5,4.6,0.9,23.9749774932861,-0.221805810928345,0.496341705322266,3,"1","4",4,11,6,"Tista Meander Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
89.31463161,25.09265919,430890.569639608,2775383.12843077,"RAJSHAHI","GAIBANDHA","Gobindaganj","Kochasahar",5.2,1.2,0.1,1.1,0.4,0.1,29,11,0.3,1.7,117,19,0.7,24.4519138336182,-0.250967741012573,0.526516556739807,3,"1","4",4,11,6,"Tista Meander Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
89.5663746,24.63649758,456114.85281912,2724767.8485561,"RAJSHAHI","SIRAJGANJ","Kazipur","Maijbari",6.8,2.2,0.1,7.5,2.2,22,11,6,0.5,12.3,115,5.2,1,16.7685279846191,-0.205089673399925,0.556890189647675,4,"1","4",4,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
88.62869399,24.54472142,361107.614326409,2715227.46915935,"RAJSHAHI","RAJSHAHI","Mohanpur","Royghati",6.1,1.2,0.1,6.2,1.4,13,8,10,0.7,4,117,5,3,17.9109592437744,-0.13280838727951,0.44252821803093,11,"1","4",4,16,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.02697801,24.37139537,401315.832676632,2695691.97537242,"RAJSHAHI","NATORE","Natore Sadar","Chhatni",4,0.1,0.2,9.8,1.3,18,55,40,0.4,5,55,20,2,16.3676471710205,-0.175322577357292,0.525063157081604,11,"1","4",4,16,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
88.71408834,24.4669999,369677.612506345,2706537.27297081,"RAJSHAHI","RAJSHAHI","Durgapur","Dharmapur",6.7,4,0.3,21.4,9,14,5,38,2.1,8,55,31,7,17.1243019104004,-0.186939358711243,0.500397562980652,11,"1","4",4,15,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Silty Clay",4,"Mixed Slow & Rapid"
88.26534922,24.78709558,324638.970209168,2742486.62645282,"RAJSHAHI","CHAPAI","Gomastapur","Rohanpur",6.4,1.7,0.5,20.1,6.3,0.1,1,38,0.4,5.8,91.6,27,1,25.7382068634033,-0.221056759357452,0.53767853975296,11,"1","4",4,16,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Clay",4,"Mixed Slow & Rapid"
89.35334602,25.07250731,434783.787577181,2773132.37749884,"RAJSHAHI","GAIBANDHA","Gobindaganj","Kochasahar",5.7,1.8,0.2,2.4,0.6,0.1,12,13,0.3,5.6,245.4,9.8,1.3,23.0339183807373,-0.231049686670303,0.513328850269318,3,"1","4",4,11,6,"Tista Meander Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
88.6948587,24.50007613,367763.123039767,2710218.38869893,"RAJSHAHI","RAJSHAHI","Mohanpur","Royghati",5.6,1.2,0.1,5.4,1.3,9,12,18,1.4,7,192,13,4,16.6025123596191,-0.254892259836197,0.530439913272858,11,"1","4",4,15,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Silty Clay",4,"Mixed Slow & Rapid"
89.02431406,24.14663538,400871.494612453,2670806.56214379,"RAJSHAHI","NATORE","Lalpur","Bilmaria",8.1,1.4,0.3,31.5,1.5,0.1,7,4,0.1,2.3,9,8,0.1,16.3626823425293,-0.0374561287462711,0.332249075174332,11,"1","4",4,15,1,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Aluvium (non-saline)","Silty Clay",4,"Mixed Slow & Rapid"
89.59076761,24.68380654,458599.191627123,2729998.58238987,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.6,2.9,0.1,8,3.5,0.2,3.1,17.5,0.2,5.8,109,77.8,1.9,16.5462093353271,-0.134646445512772,0.525215983390808,4,"1","4",4,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",4,"Mixed Slow & Rapid"
88.70489282,24.44353738,368721.258591394,2703947.74701477,"RAJSHAHI","RAJSHAHI","Durgapur","Dharmapur",7.7,1.4,0.2,8.2,3,10,43,21,0.3,4,106,19,4.4,16.1279392242432,-0.199329033493996,0.482597559690475,11,"1","4",4,15,5,"High Ganges River Floodplain","Highland","Mixed Imperfectly DR & Well-DR","Mixed Slow & Rapid","Calcareous Dark Grey Floodplain Soils","Silty Clay",4,"Mixed Slow & Rapid"
89.56624593,24.54482056,456069.851526202,2714616.9873422,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.6,1.2,0.1,3.7,1,0.1,1.2,17.6,0.5,3.6,119,61,0.4,14.0592641830444,-0.136056125164032,0.498478502035141,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.59437058,24.48714275,458899.557548137,2708222.0447789,"RAJSHAHI","SIRAJGANJ","Sirajganj Sadar","Saidabad",4.9,1.2,0.3,3.3,0.9,0.1,16,34,0.3,2,185,16.5,0.8,15.8102369308472,-0.157610967755318,0.510058879852295,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.5835494,24.88236794,457935.92756695,2751986.94154275,"RAJSHAHI","BOGRA","Sariakandi","Kamalpur",6.3,2.9,0.1,7.2,3.2,73,18,13,1.3,7.2,269,96,1.4,10,0.184586182236671,-0.0255444440990686,4,"1","5",5,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",5,"Moderate"
88.89111553,25.14276389,388227.943512081,2781215.52532224,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.2,1.4,0.1,1.7,0.7,0.1,0.1,15.9,0.4,3,217,32.3,1,22.6682205200195,-0.18145677447319,0.489749073982239,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.72219695,24.19409394,471786.819252203,2675743.74222371,"RAJSHAHI","SIRAJGANJ","Chauhali","Omarpur",8.2,0.4,0.2,4.7,0.8,3,7,10,0.6,3.2,27,4.2,1.7,5.98524856567383,0.0738905072212219,0.072173185646534,7,"1","5",5,15,6,"Active Brahmaputra-Jamuna Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.63265779,24.22481872,462702.253044057,2679166.52472268,"RAJSHAHI","SIRAJGANJ","Belkuchi","Daulatpur",7.4,1.8,0.1,7.4,2.3,31,6,10,0.6,5.6,8,6.8,0.5,13.343939781189,-0.167148381471634,0.563663184642792,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
88.86956306,25.14025432,386053.01293105,2780955.64512588,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.5,1.5,0.1,1.5,0.7,0.1,0.1,15.5,0.3,2.9,187,80,0.6,22.0220146179199,-0.182282581925392,0.485896915197372,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.48810508,24.45017948,448116.879594351,2704165.07227491,"RAJSHAHI","SIRAJGANJ","Royganj","Dhubil",5,1.4,0.2,4.8,2.8,40,5,14,0.1,3.1,88,1.6,1.3,15.4776020050049,-0.109942577779293,0.490722060203552,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.62847357,24.43934069,462340.867508809,2702919.58212016,"RAJSHAHI","SIRAJGANJ","Sirajganj Sadar","Saidabad",6.7,1.1,0.1,7.3,2.2,0.1,5,14,0.4,3.4,97,19.4,0.5,15.6461963653564,-0.167111605405807,0.489099353551865,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.48691568,24.52805044,448028.332499767,2712787.70007348,"RAJSHAHI","BOGRA","Shibganj","Shibganj",5.8,2,0.1,10.2,1,10.3,4.5,19,0.5,1.1,20.1,8.5,3.6,14.8987274169922,-0.172672897577286,0.53673130273819,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
88.87567712,25.08435391,386617.793580485,2774759.85793969,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.7,1.4,0.1,2.2,0.9,0.1,6.2,15.9,0.2,2.4,145,100,1.5,18.2285175323486,-0.146455481648445,0.450123935937881,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.31268989,24.07657758,430133.253296144,2662875.74645343,"RAJSHAHI","PABNA","Atgharia","Debottar",7.5,0.4,0.2,18.2,3,27,28,18,0.1,7,24,3,2,12.6594715118408,-0.230226442217827,0.53015398979187,11,"1","5",5,13,5,"High Ganges River Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Calcareous Dark Grey Floodplain Soils","Silty Clay Loam",5,"Moderate"
89.56959529,24.53107976,456404.328852469,2713094.49095025,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.8,1.7,0.1,5.7,1.4,0.1,1.7,27,0.5,5.2,205,65.4,0.4,13.7405300140381,-0.109077416360378,0.507119655609131,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.2101885,24.07504199,419712.366547991,2662760.52111466,"RAJSHAHI","PABNA","Atgharia","Debottar",7,3.4,0.3,16.6,3.2,18,28,14,0.2,11,28,17,2,16.7096786499023,-0.168234199285507,0.50628650188446,11,"1","5",5,13,5,"High Ganges River Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Calcareous Dark Grey Floodplain Soils","Silty Clay Loam",5,"Moderate"
88.86095389,25.12702938,385172.775125979,2779498.35679008,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.6,1.4,0.1,5.1,2,0.1,0.1,23.4,0.3,3.3,275,63,1.1,21.4565448760986,-0.202162578701973,0.509051501750946,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
88.87566616,25.03790305,386573.923993262,2769615.74775003,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5,1.2,0.2,0.8,0.5,0.1,2,18.6,0.3,2.1,179,12.8,2.3,20.6572360992432,-0.1093645170331,0.49942821264267,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
88.83943205,25.04058174,382920.746781627,2769943.25007915,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.4,1.6,0.1,2,0.7,0.1,2,14.7,0.4,1.9,196,10.9,0.7,24.5446872711182,-0.172002568840981,0.527177274227142,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
88.89230973,25.01221866,388229.84783929,2766757.55439477,"RAJSHAHI","NAOGAON","Manda","Bhalain",4.1,1.3,0.1,0.5,0.2,0.1,6.7,9.5,0.4,1.6,143,20.6,0.9,20.9994850158691,-0.211667090654373,0.487109810113907,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.58418323,24.54955934,457888.125577748,2715136.08799526,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.1,0.7,0.1,4.6,0.8,0.1,4.4,7.1,0.8,1.4,77.3,44.8,0.3,16.9041576385498,-0.1641825735569,0.538086533546448,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
88.89076518,25.13772704,388188.038155648,2780658.01477805,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.3,1.8,0.1,1.9,0.8,0.1,0.1,18.6,0.4,2.9,210,26.4,0.6,23.7014827728271,-0.139549031853676,0.482212245464325,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
88.86553676,25.13456875,385641.834986731,2780329.40754752,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.1,1.3,0.1,1.2,0.8,0.1,4.3,19.2,0.1,1.2,107,12.5,0.8,22.8212623596191,-0.171973541378975,0.488066881895065,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.68921464,24.246271,468450.02938746,2681527.74327224,"RAJSHAHI","SIRAJGANJ","Belkuchi","Daulatpur",7.1,2.1,0.1,7.8,2.3,11,10,14,0.5,7.7,106,8.5,0.6,13.397313117981,-0.11081999540329,0.522615969181061,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
88.87427277,25.01337302,386410.761945366,2766900.39243717,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.5,1.6,0.2,8.5,1.1,0.1,0.1,19,0.2,5.7,226,78.5,1.6,19.6167087554932,-0.184897422790527,0.506981015205383,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.37838497,24.90059578,437221.833682876,2754084.32272501,"RAJSHAHI","BOGRA","Bogra sadar","Asekpur",6,1.7,0.1,3.6,0.7,7,13,19,0.3,2.2,254,6,1.1,20.689432144165,-0.251236140727997,0.493334382772446,3,"1","5",5,11,6,"Tista Meander Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",5,"Moderate"
88.90635875,24.25588319,388981.125120567,2682992.15185281,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",7.6,1.4,0.3,32,1.5,0.1,8,1,0.2,1.4,21,2,0.9,17.7989559173584,-0.249955490231514,0.517864406108856,11,"1","5",5,16,5,"High Ganges River Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Calcareous Dark Grey Floodplain Soils","Clay",5,"Moderate"
89.52791409,24.46955166,452159.10349146,2706295.67901704,"RAJSHAHI","SIRAJGANJ","Royganj","Dhubil",5.5,1.9,0.2,5.8,4.2,70,10,28,0.5,7.9,106,1.5,1,20.3557453155518,-0.164541929960251,0.542447209358215,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.58288045,24.5349981,457751.3094561,2713524.21142783,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",6.1,1.5,0.1,7.5,1.5,0.1,3,17.1,0.8,4.1,126,63.5,0.4,19.0821800231934,-0.181117415428162,0.536430656909943,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
88.85348719,25.04742763,384345.189213213,2770689.30294191,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",4.6,1.4,0.1,0.8,0.3,0.1,4.1,18.2,0.5,1.9,133,7.6,0.5,20.3679714202881,-0.133263871073723,0.507420837879181,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.5888885,24.55316233,458365.846973916,2715533.59604349,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.3,1.7,0.1,8.9,2,0.1,2.9,17.1,0.7,4.9,144,84.7,0.7,16.8616123199463,-0.195032268762589,0.533717751502991,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.38843786,24.88932334,438231.512101623,2752831.51232769,"RAJSHAHI","BOGRA","Bogra sadar","Asekpur",5.7,2.7,0.1,3.7,0.9,15,10,28,0.3,2.4,297,18,2.5,21.2301197052002,-0.263567090034485,0.518828868865967,3,"1","5",5,11,6,"Tista Meander Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",5,"Moderate"
89.58768478,24.5394822,458239.413883444,2714019.2446116,"RAJSHAHI","BOGRA","Dhunat","Kaler Para",5.2,1.6,0.1,8.7,1.8,0.1,3.1,16.9,0.7,4.6,136,80.9,0.4,16.850772857666,-0.202960640192032,0.562198758125305,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
89.5995873,24.81023278,459532.41647996,2743994.69662889,"RAJSHAHI","BOGRA","Sariakandi","Kamalpur",7.4,1.5,0.1,7.4,3,66,22,22,1.2,7,152,88,1.6,17.3272438049316,-0.0433858074247837,0.379399389028549,4,"1","5",5,11,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",5,"Moderate"
88.86376631,25.06382429,385397.43865391,2772496.37893102,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",4.9,1.3,0.1,0.6,0.3,0.1,7.4,12.2,0.3,2.6,184,15.2,1,21.7626190185547,-0.18119290471077,0.489824563264847,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.29822988,25.06036583,429218.076630582,2771815.61169529,"RAJSHAHI","BOGRA","Shibganj","Shibganj",5.6,1.6,0.3,2.8,0.8,12,10,30,0.3,7,218,13,2,20.8282623291016,-0.188999995589256,0.53387850522995,3,"1","5",5,11,8,"Tista Meander Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Dark Grey Floodplain Soils","Silt Loam",5,"Moderate"
88.86747611,25.0282846,385738.708332726,2768557.45953921,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.1,1.3,0.1,0.5,0.1,0.1,7,15.1,0.3,1.2,94.6,4,0.7,21.3485527038574,-0.15874257683754,0.498912900686264,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
88.85998446,25.05371604,385006.527029582,2771380.16540036,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.4,1.5,0.1,1.4,0.6,0.1,2.7,20.2,0.3,1.8,184,19.6,0.8,20.9059200286865,-0.197869673371315,0.496368110179901,25,"1","5",5,9,19,"Level Barind Tract","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Deep Grey Terrace Soils","Loam",5,"Moderate"
89.2449237,24.03540077,423219.906110342,2658351.97751466,"RAJSHAHI","PABNA","Pabna Sadar","Bharara",7.3,2.5,0.6,29,6.5,27,7,23,0.3,8,20,22,1,15.6433887481689,-0.19163678586483,0.480557680130005,11,"1","5",5,13,5,"High Ganges River Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Calcareous Dark Grey Floodplain Soils","Silty Clay Loam",5,"Moderate"
89.63992874,24.43912418,463501.948911623,2702892.54265194,"RAJSHAHI","SIRAJGANJ","Sirajganj Sadar","Saidabad",5.3,0.9,0.2,3.7,1.1,0.1,10,10,0.4,1.8,116,12.4,0.5,17.8968372344971,-0.136526450514793,0.499506145715714,4,"1","5",5,15,6,"Karatoya-Bangali Floodplain","Highland","Mixed Mod Well-DR & Imperfectly DR","Moderate","Noncalcareous Grey Floodplain Soils (non-saline)","Silty Clay",5,"Moderate"
