"x","y","xm","ym","DIV_NAME","DIST_NAME","UPAZILA_NA","UNION_NAME","PH","SOM","K","CA","MG","N","P","S","B","CU","FE","MN","ZN","DEM","NDFI","NDVI","AEZ","LT","SDC","NEW_SPC","TEX","STYPE","AEZ_NAME","LT_Class","SDC_CLASS","New_SPC_Class","General_Soil_type","Topsoil_Texture","SPC","SPC_Class"
88.14159663,24.74348102,312060.019905075,2737820.28951611,"RAJSHAHI","CHAPAI","Shibganj","Durlabhpur",8.6,0.7,0.2,11.7,3.2,6,50,12,3.4,4,45,9,2,26.0540466308594,-0.211270317435265,0.562468707561493,11,"1","1",1,13,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silty Clay Loam",1,"Slow"
88.83859472,24.52533022,382351.373998609,2712884.90801697,"RAJSHAHI","RAJSHAHI","Baghmara","Bhabaniganj",5.5,0.8,0.1,5.8,2.2,26,4,19,2.4,5,129,1,3,15.6582317352295,-0.207490965723991,0.463240474462509,11,"1","1",1,11,6,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",1,"Slow"
89.24270651,24.58956007,423328.359935899,2719712.41824528,"RAJSHAHI","BOGRA","Nandigram","Bhatgram",6.1,2.5,0.1,7.7,1.3,28,18,18,0.2,9.2,259,19,4.1,15.7394409179688,-0.115902572870255,0.507781028747559,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.31024144,24.67844242,329029.598361389,2730395.73589625,"RAJSHAHI","CHAPAI","Nachole","Fatehpur",4.3,2.3,0.5,10,7.8,20,26,13,0.2,13.3,429,100,2.7,22.1944255828857,-0.0238509681075811,0.419794470071793,11,"1","1",1,16,5,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.34873237,24.68330666,332931.325610176,2730887.03822982,"RAJSHAHI","CHAPAI","Nachole","Fatehpur",4.7,1.3,0.4,4.5,2.8,20,16,9,0.2,27.4,410,39.5,5.2,27.446662902832,-0.191102579236031,0.440059512853622,26,"1","1",1,16,5,"High Barind Tract","Highland","Imperfectly Drained","Slow","Calcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
89.09795076,24.70544872,408756.195878254,2732633.36261172,"RAJSHAHI","BOGRA","Bogra sadar","Asekpur",5.4,2.2,0.1,4.4,0.9,0.1,24,20,0.6,5.4,123,6.2,1.8,15.0332889556885,-0.14946773648262,0.501871168613434,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.98204697,24.15187489,396581.130601294,2671417.28899563,"RAJSHAHI","NATORE","Lalpur","Bilmaria",8.2,1.4,0.1,24.5,1.4,0.1,3,8,0.1,1.6,13,5,0.9,7.07436513900757,0.0404213815927505,0.0297938361763954,10,"1","1",1,11,1,"Active Ganges Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Aluvium (non-saline)","Silt Loam",1,"Slow"
89.09867985,24.65605339,408794.01700882,2727163.1926008,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6.8,1.1,0.2,5,2,0.1,5,94,0.3,2.3,27.6,18.4,0.3,15.2352228164673,-0.107034839689732,0.487002432346344,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.92316122,24.90828454,391251.825884997,2755222.72361883,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.7,1.7,0.1,4.6,1.5,0.1,5,15,0.6,3.1,204,7.6,0.5,18.9154834747314,-0.187299355864525,0.519273638725281,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
89.28969283,24.60138428,428092.378153906,2720996.33743896,"RAJSHAHI","BOGRA","Nandigram","Bhatgram",6.1,2.5,0.1,5,0.5,28,22,16,0.1,2.9,188,8,3.6,18.5611743927002,-0.121312901377678,0.473272413015366,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
89.10665426,24.3581201,409387.618958006,2694167.71131977,"RAJSHAHI","NATORE","Gurudaspur","Chapila",8.1,2.6,0.4,22.3,2.8,0.1,7.5,8.2,0.3,4.5,26,18,0.2,16.0588722229004,-0.109713546931744,0.538796365261078,11,"1","1",1,13,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silty Clay Loam",1,"Slow"
88.90406163,25.10173225,389496.067668868,2776660.87028683,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",6,1.3,0.1,1.2,0.7,0.1,1.4,7.1,0.2,2.3,164,17.1,0.5,22.5911808013916,-0.229265168309212,0.494720250368118,3,"1","1",1,9,2,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Aluvium","Loam",1,"Slow"
88.99880346,24.97106648,398942.567438158,2762116.75725738,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",6.1,1.5,0.2,4.9,1.7,0.2,11,17,0.3,4.1,221,8.5,0.9,20.3028450012207,-0.192476764321327,0.481581002473831,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.54985571,24.40097317,352954.456923325,2699389.87659885,"RAJSHAHI","RAJSHAHI","Paba","Noahata",7.5,1,0.4,24,4.6,22,14,59,0.6,6,82,21,2,18.7273597717285,-0.229407101869583,0.486438661813736,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.97147899,24.29147757,395621.257803632,2686883.20703993,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",7.9,2.6,0.3,15.5,2.4,0.2,17,85,0.5,4.5,40,4,0.6,21.3287105560303,-0.212123870849609,0.522617757320404,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.07867944,24.77625812,406859.533056004,2740487.3435664,"RAJSHAHI","BOGRA","Adamdighi","Kundagram",5.9,1.5,0.2,11.3,4.6,0.1,10,17,0.2,6.8,322,27.1,2.3,16.8024845123291,-0.12203161418438,0.481955230236053,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
89.05142783,24.71362493,404056.314517286,2733570.51729989,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",5.9,2.3,0.3,8.5,3.1,0.1,3,43,0.2,4,86.2,16.8,0.8,15.8233556747437,-0.0893722623586655,0.500485897064209,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.79735638,24.37325819,378027.274142286,2696080.75068548,"RAJSHAHI","RAJSHAHI","Puthia","Baneshwar",8.2,2.9,0.3,22.7,5,16,21,15,0.1,3,77,8,1,17.5213050842285,-0.151836782693863,0.601568102836609,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.99921258,25.00030331,399007.755112651,2765354.1188782,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",6.3,1.5,0.2,5.5,2.4,0.1,15,12,0.2,3.2,217,6.6,0.7,21.9022045135498,-0.236979350447655,0.504010438919067,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.97225596,24.96427304,396257.070938319,2761384.48698378,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",6.1,1,0.1,3.7,1.5,0.1,9,10,1.1,2.3,157,6.2,0.3,18.7747325897217,-0.237162992358208,0.463836193084717,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
89.08927542,24.665228,407849.054170809,2728185.40090009,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",5.9,1.8,0.2,5.3,2.5,0.1,2,26,0.6,7,291.6,54.8,1,15.8236637115479,-0.107397422194481,0.464112251996994,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.5054637,24.37474644,348421.121940733,2696533.2136907,"RAJSHAHI","RAJSHAHI","Mohanpur","Royghati",6.2,1,0.2,8.5,3.2,22,10,19,0.1,10,102,7,1,20.6233291625977,-0.162771612405777,0.462963193655014,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.78512186,24.38932693,376801.897415056,2697870.94395809,"RAJSHAHI","RAJSHAHI","Durgapur","Dharmapur",8.2,2.3,0.2,16,4.9,15,7,30,1.2,7,47,13,3,19.328649520874,-0.181356132030487,0.594785869121552,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.09982943,24.67808496,408926.348664601,2729602.04291917,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6.2,1.8,0.3,9,3.7,0.1,2,18,0.2,6,209.6,61.2,1.4,16.5871829986572,-0.104076772928238,0.493499994277954,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.67044521,24.34079638,365120.008617957,2692603.3752167,"RAJSHAHI","RAJSHAHI","Puthia","Baneshwar",7.8,0.5,0.6,12,1,35,20,26,0.2,5,58,26,1.5,11.3528308868408,0.26004096865654,-0.0394062511622906,10,"1","1",1,11,1,"Active Ganges Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Aluvium (non-saline)","Silt Loam",1,"Slow"
88.99107757,24.89044256,398096.412583271,2753194.34564597,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.5,1,0.4,2.3,1,0.1,88,16,0.8,1,75,16,1.7,18.1299533843994,-0.17162774503231,0.469901233911514,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.87077391,24.1627638,385285.145726022,2672709.71168033,"RAJSHAHI","NATORE","Lalpur","Bilmaria",7.2,2.5,0.5,23.5,4.9,0.1,14,45,0.2,4.5,27,11,0.6,20.6547393798828,-0.182747736573219,0.375666856765747,11,"1","1",1,11,1,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Aluvium (non-saline)","Silt Loam",1,"Slow"
88.68828313,24.51604615,367113.608151802,2711993.22746276,"RAJSHAHI","RAJSHAHI","Mohanpur","Royghati",8.6,0.6,0.1,8.4,2.4,12,12,14,0.9,4,52,3,3,18.0497245788574,-0.189177423715591,0.46058589220047,11,"1","1",1,11,6,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Silt Loam",1,"Slow"
89.09654701,24.4628297,408437.942569954,2705768.73212292,"RAJSHAHI","NATORE","Singra","Dahia",5.7,2.2,0.6,6.1,18.5,0.1,3,20,0.3,26,16,17.8,2.7,15.2463636398315,-0.165125802159309,0.514228880405426,12,"1","1",1,16,8,"Low Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.905573,24.92261169,389488.250226797,2756823.49588582,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.9,1.2,0.1,3.5,1.5,0.1,5,14,0.2,1.5,69,13.9,0.6,18.969518661499,-0.218165799975395,0.501603662967682,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.48194343,24.45774401,346135.972360735,2705750.73214422,"RAJSHAHI","RAJSHAHI","Godagari","Char Ashariadaha",6.5,1.2,0.2,1.7,0.6,18,10,23,0.1,6,150,40,1,16.0481986999512,-0.0448496751487255,0.482752770185471,26,"1","1",1,16,5,"High Barind Tract","Highland","Imperfectly Drained","Slow","Calcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.95417397,24.29456773,393867.510791046,2687238.46227371,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",7.9,1.6,0.2,28.3,1.2,0.1,6,15,0.2,1.4,32,6,0.9,18.560375213623,-0.197665810585022,0.490565627813339,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.91346165,24.31150774,389750.262361286,2689145.8936546,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",8.1,1.9,0.3,30,2.3,0.1,6,15,0.4,2.3,30,5,0.6,19.0686454772949,-0.221152901649475,0.525941669940948,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.12811574,24.68558609,411793.607063134,2730414.18004058,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6,2.9,0.3,9.3,3.5,0.2,2,31,0.2,5.5,329.6,53.4,1,15.379322052002,-0.10063548386097,0.495893836021423,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.23382188,24.60697359,321194.093402722,2722577.4155148,"RAJSHAHI","CHAPAI","Chapai Sadar","Narayanpur",7.1,3.3,0.3,6.6,1.9,4.5,5.9,32,1.1,3.3,38.6,26.8,2.2,28.3475151062012,-0.19428063929081,0.577558875083923,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.27253534,24.57626188,426340.689615779,2718223.64838653,"RAJSHAHI","NATORE","Singra","Dahia",6.7,1.2,0.1,12.5,2,0.1,11,5,0.3,2,120,20,1.5,16.690601348877,-0.111900649964809,0.481562584638596,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
89.03311611,24.71673218,402206.48266701,2733927.54332741,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6.7,1.5,0.3,7.5,2.4,0.1,11,32,0.4,5.8,105,52.2,0.5,13.92502784729,-0.117085799574852,0.49152085185051,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.20590437,24.48364526,318189.413615785,2708954.44267034,"RAJSHAHI","CHAPAI","Chapai Sadar","Narayanpur",7.3,2,0.3,4,1.7,13.3,10.5,8,0.2,2,18.7,8.2,2.8,23.4828033447266,-0.219496116042137,0.456992626190186,10,"1","1",1,11,1,"Active Ganges Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Aluvium (non-saline)","Silt Loam",1,"Slow"
88.63609825,24.47343061,361779.669430444,2707325.14093748,"RAJSHAHI","RAJSHAHI","Mohanpur","Royghati",7,1.1,0.2,4.5,1.3,12,12,7,0.5,3,119,4,2,18.7589206695557,-0.198334842920303,0.497135609388351,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.90069454,24.31356649,388456.494920181,2689384.03875311,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",6.9,2.1,0.7,20,3.7,0.1,8,88,0.4,3.3,29,12,0.6,18.1927356719971,-0.205130949616432,0.487333118915558,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.17235283,24.76342648,315200.601461322,2739987.58289613,"RAJSHAHI","CHAPAI","Shibganj","Durlabhpur",7.7,1.7,0.2,9.5,2.3,25,2,32,0.5,3,11,8,4,26.2683925628662,-0.189759999513626,0.532871127128601,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.98513769,24.87719115,397485.491596451,2751731.36927814,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.9,1.4,0.1,4.2,1.8,0.1,5,14,0.3,3.1,211,13.3,0.9,19.7265014648438,-0.221008405089378,0.486950933933258,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.93083084,25.02018784,392124.036014012,2767608.84561741,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",6,1.4,0.1,3.5,1.5,0.1,2.8,14.3,0.1,3.2,208,42,0.7,20,-0.245738059282303,0.521235585212708,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
89.03634918,24.72321296,402538.553195655,2734642.88656733,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",5.5,2.5,0.3,11,3.9,0.1,4,38,0.3,4.5,124.2,18.8,1.1,13.1477680206299,-0.120226621627808,0.491207361221313,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.97353054,24.95404884,396377.178761272,2760251.29067409,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",6,1.4,0.1,8.2,1.1,0.1,1,11,0.3,2.1,80,5,0.4,20.9950733184814,-0.21643353998661,0.49657729268074,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.88384057,24.30479992,386738.440188321,2688426.91136118,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",7.1,2.1,0.3,14,2.2,0.1,10,88,0.7,2.8,30,13,0.8,17.7786617279053,-0.18328258395195,0.419449716806412,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.93051295,24.91142239,391997.053453267,2755564.3505021,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",4.7,1,0.3,2.3,0.8,0.1,30,10,0.2,1.6,153,5,1.4,18.6522579193115,-0.161027744412422,0.502693831920624,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.91482549,25.07190123,390554.944357034,2773348.53778423,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",5.8,1.1,0.2,2.3,0.8,0.1,2.5,18.3,0.2,2.5,113,30.1,0.9,19.3400402069092,-0.245074197649956,0.511930644512177,3,"1","1",1,9,2,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Aluvium","Loam",1,"Slow"
88.82558921,24.4658031,380977.784443816,2706304.23309982,"RAJSHAHI","RAJSHAHI","Durgapur","Dharmapur",8.6,1.5,0.3,8.4,2.2,14,5,13,0.7,4,49,3,4,17.6568927764893,-0.133439362049103,0.467048496007919,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.74849889,24.22239869,372921.438019284,2679419.00465517,"RAJSHAHI","RAJSHAHI","Durgapur","Dharmapur",7.6,1.7,0.9,22.1,2.2,12,8,26,0.9,5,52,5,1,18.81955909729,-0.0541335493326187,0.349285274744034,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.00841357,24.55155331,399575.873951129,2715654.47448422,"RAJSHAHI","NAOGAON","Atrai","Hatkalu Para",5.2,1.1,0.2,4.2,1.3,0.1,9,8,0.6,2.2,96,14,0.9,18.8131885528564,-0.148468390107155,0.466465622186661,5,"1","1",1,16,8,"Lower Atrai Basin","Highland","Imperfectly Drained","Slow","Noncalcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.87029264,24.17155382,385244.108539203,2673683.43172007,"RAJSHAHI","NATORE","Lalpur","Bilmaria",7.8,2.1,0.2,23.7,4.2,0.1,7,11,0.1,3.8,37,10,0.5,20.2674503326416,-0.203572258353233,0.547860085964203,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
89.09704837,24.40160437,408444.561919351,2698988.96206052,"RAJSHAHI","NATORE","Singra","Dahia",7.6,2.2,0.3,25.5,3.5,0.1,12,19,0.4,2,37,27,1,17.1928806304932,-0.219989031553268,0.557066917419434,11,"1","1",1,13,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silty Clay Loam",1,"Slow"
88.97794634,25.03626312,396891.61837884,2769352.33011269,"RAJSHAHI","JOYPURHAT","Kalai","Kalai",6.4,1.3,0.5,1.2,0.4,36,72,20,0.2,3,120,10,2,21.4539356231689,-0.266907095909119,0.523018419742584,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.33937723,24.82255524,332171.849673792,2746320.9897506,"RAJSHAHI","CHAPAI","Gomastapur","Rohanpur",5.3,2.5,0.5,15.4,6.7,0.2,2,90,1.2,10.1,231.2,53.4,1.4,24.355842590332,-0.150035485625267,0.473350942134857,11,"1","1",1,16,5,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.91228562,24.90927543,390154.309134085,2755341.1943407,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.3,1.6,0.1,3.4,1.2,0.1,2,18,0.3,3.3,135,7.5,0.5,19.1443653106689,-0.248433545231819,0.52737420797348,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
89.12454923,24.65614121,411411.977382139,2727155.98228208,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6.1,1.2,0.8,6.2,2.4,0.1,7,45,0.3,3.1,94.2,32,0.7,15.4109802246094,-0.0339154861867428,0.417535603046417,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.80292953,24.14259621,378373.282607064,2670533.79275995,"RAJSHAHI","RAJSHAHI","Baghmara","Bhabaniganj",7.3,1.4,0.9,11.3,0.9,11,1,16,0.2,9,16,11,1,17.76881980896,0.0349486991763115,0.019422298297286,10,"1","1",1,11,1,"Active Ganges Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Aluvium (non-saline)","Silt Loam",1,"Slow"
88.09209462,24.71967217,307015.943000058,2735252.01732356,"RAJSHAHI","CHAPAI","Shibganj","Durlabhpur",8.6,0.2,0.2,4,1,3,57,19,0.3,3,33,13,3,29.6190147399902,-0.205548390746117,0.584925770759583,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
88.92431916,25.08715355,391525.942591728,2775029.96307633,"RAJSHAHI","NAOGAON","Dhamoirhat","Khelna",6,0.9,0.1,2.1,0.9,0.1,36.7,14.3,0.2,2.1,263,48.2,1.1,21.6365737915039,-0.210325971245766,0.506469309329987,3,"1","1",1,9,2,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Aluvium","Loam",1,"Slow"
89.07457051,24.67452807,406368.008522719,2729225.1778958,"RAJSHAHI","NAOGAON","Raninagar","Kashimpur",6.3,1.6,0.2,6,2.7,0.1,21,19,0.3,4.5,373.6,64.4,1.8,14.7831554412842,-0.0978445187211037,0.478188961744308,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
89.19598272,24.62523363,418620.727607953,2723689.37218803,"RAJSHAHI","BOGRA","Nandigram","Bhatgram",5.9,1.5,0.2,7,2.3,50,18,12,0.3,2.2,500,100,6.9,15.7430772781372,-0.120096780359745,0.508638679981232,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.96671512,25.00684428,395733.641461212,2766103.07363447,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.8,1.6,0.2,3.7,1.1,0.1,7,19,0.3,3.1,160,8.8,0.4,20.2462959289551,-0.284927099943161,0.506320238113403,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
89.10817094,24.69938856,409785.673868182,2731955.53830992,"RAJSHAHI","BOGRA","Bogra sadar","Asekpur",5.3,2.4,0.3,5.6,1.9,0.2,18,16,0.3,6.7,127,23.1,1.7,16.2858219146729,-0.106065809726715,0.474646627902985,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
89.24924351,24.57861923,423983.614459022,2718497.32877262,"RAJSHAHI","NATORE","Singra","Dahia",6.2,2,0.1,5,1,0.1,5,6,0.5,3.1,106,72,2,14.1961250305176,-0.107421286404133,0.509116530418396,25,"1","1",1,14,18,"Level Barind Tract","Highland","Imperfectly Drained","Slow","Shallow Grey Terrace Soils","Clay Loam",1,"Slow"
88.98326452,24.92747902,397337.878805696,2757301.58185524,"RAJSHAHI","NAOGAON","Badalgachhi","Badalgachhi",5.7,1.3,0.1,2.8,0.8,0.1,2,23,0.4,2.8,132,6.7,0.6,18.2874908447266,-0.149545162916183,0.469017297029495,3,"1","1",1,9,6,"Tista Meander Floodplain","Highland","Imperfectly Drained","Slow","Noncalcareous Grey Floodplain Soils (non-saline)","Loam",1,"Slow"
88.4669502,24.45057578,344607.285640285,2704973.6328125,"RAJSHAHI","RAJSHAHI","Godagari","Char Ashariadaha",5.9,0.7,0.3,1.3,0.4,19,13,24,0.2,7,275,60,1,19.0037994384766,-0.166889667510986,0.456366270780563,11,"1","1",1,16,5,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Dark Grey Floodplain Soils","Clay",1,"Slow"
88.86522456,24.29927538,384844.24247536,2687830.43992718,"RAJSHAHI","NATORE","Bagatipara","Bagati Para",7.9,1.9,0.1,19,0.6,0.1,5,5,0.3,1.1,40,8,0.6,19.7394275665283,-0.274857431650162,0.562608599662781,11,"1","1",1,11,3,"High Ganges River Floodplain","Highland","Imperfectly Drained","Slow","Calcareous Brown Floodplain Soils","Silt Loam",1,"Slow"
